access,reuse distance for all0,reuse distance for all1
160,2,700
161,6,686
162,2,672
163,3,714
164,0,790
165,4,669
166,1,611
167,0,758
168,1,635
169,2,591
170,2,689
171,1,616
172,1,655
173,4,699
174,2,777
175,2,826
176,1,777
177,0,709
178,1,705
179,1,627
180,1,761
181,0,610
182,2,540
183,2,626
184,0,531
185,0,552
186,2,587
187,2,600
188,1,663
189,1,603
190,1,575
191,3,450
192,0,451
193,1,459
194,2,527
195,3,506
196,2,445
197,0,552
198,1,475
199,0,502
200,2,445
201,1,511
202,2,466
203,1,370
204,2,413
205,0,481
206,1,456
207,2,493
208,1,526
209,4,454
210,8,539
211,1,490
212,2,625
213,2,560
214,4,460
215,4,525
216,1,418
217,3,464
218,3,500
219,0,425
220,0,484
221,1,430
222,0,331
223,3,363
224,1,347
225,2,481
226,0,393
227,3,417
228,0,555
229,1,476
230,2,397
231,2,422
232,1,375
233,0,333
234,2,316
235,3,335
236,2,320
237,1,395
238,3,290
239,3,428
240,5,446
241,0,347
242,2,381
243,6,368
244,5,437
245,2,355
246,4,322
247,3,255
248,1,234
249,3,365
250,1,360
251,0,255
252,2,296
253,0,327
254,1,377
255,0,427
256,1,323
257,0,320
258,0,385
259,2,312
260,0,325
261,1,284
262,0,261
263,0,219
264,0,229
265,0,252
266,0,266
267,0,273
268,1,302
269,1,271
270,0,273
271,1,304
272,1,214
273,0,182
274,0,244
275,0,229
276,1,260
277,0,248
278,0,240
279,1,256
280,1,274
281,0,239
282,1,246
283,1,239
284,0,290
285,0,239
286,0,227
287,0,217
288,0,204
289,0,263
290,1,291
291,2,228
292,2,271
293,1,162
294,0,203
295,1,202
296,0,266
297,0,292
298,0,221
299,0,326
300,0,209
301,1,307
302,0,285
303,1,323
304,1,247
305,2,265
306,0,249
307,1,294
308,1,264
309,0,262
310,0,234
311,0,301
312,0,180
313,1,263
314,0,190
315,0,217
316,0,185
317,0,200
318,0,248
319,0,228
320,0,226
321,0,334
322,0,262
323,0,226
324,0,170
325,1,183
326,0,209
327,0,208
328,0,242
329,0,161
330,1,202
331,0,259
332,1,304
333,0,203
334,1,188
335,0,139
336,0,184
337,1,199
338,2,234
339,0,170
340,1,182
341,0,221
342,0,237
343,0,194
344,2,198
345,0,251
346,0,170
347,2,190
348,0,160
349,0,149
350,1,125
351,0,167
352,1,228
353,0,168
354,1,120
355,0,129
356,0,161
357,0,237
358,0,227
359,0,131
360,1,133
361,0,190
362,0,224
363,0,297
364,0,253
365,1,168
366,1,202
367,0,216
368,0,207
369,0,185
370,0,185
371,0,159
372,0,215
373,2,129
374,0,223
375,0,207
376,0,167
377,0,212
378,0,170
379,0,186
380,0,136
381,0,120
382,1,184
383,0,192
384,1,215
385,0,191
386,1,170
387,0,133
388,0,228
389,0,217
390,1,236
391,1,179
392,1,181
393,1,186
394,2,140
395,1,180
396,4,196
397,0,188
398,0,149
399,2,173
400,1,179
401,1,176
402,0,124
403,0,85
404,0,95
405,1,165
406,0,167
407,0,109
408,0,112
409,0,149
410,0,160
411,0,165
412,0,156
413,1,140
414,1,112
415,0,200
416,0,166
417,0,158
418,0,174
419,1,106
420,0,174
421,0,149
422,0,212
423,0,122
424,0,100
425,1,110
426,0,188
427,0,129
428,1,149
429,0,112
430,0,82
431,0,64
432,0,110
433,1,140
434,1,119
435,0,153
436,0,181
437,0,121
438,0,121
439,1,165
440,0,152
441,1,140
442,0,104
443,0,145
444,1,126
445,0,66
446,0,193
447,0,140
448,0,137
449,0,182
450,0,158
451,0,129
452,0,105
453,0,91
454,0,113
455,0,90
456,0,144
457,0,117
458,0,113
459,0,134
460,0,176
461,0,162
462,0,80
463,0,127
464,0,94
465,0,83
466,0,102
467,0,159
468,0,122
469,0,139
470,1,129
471,1,103
472,1,125
473,1,131
474,0,124
475,0,94
476,0,98
477,0,94
478,0,126
479,0,103
480,0,116
481,0,161
482,0,112
483,0,126
484,0,119
485,0,100
486,0,67
487,0,102
488,0,124
489,0,106
490,0,123
491,0,118
492,0,105
493,0,90
494,0,108
495,0,123
496,0,172
497,0,185
498,0,115
499,0,93
500,0,82
501,0,77
502,0,140
503,0,110
504,0,144
505,1,74
506,0,110
507,0,103
508,0,103
509,0,154
510,1,167
511,0,141
512,0,152
513,0,161
514,1,85
515,0,81
516,0,122
517,0,89
518,1,59
519,0,49
520,1,62
521,0,65
522,0,86
523,0,100
524,0,75
525,0,81
526,0,97
527,1,85
528,0,94
529,0,73
530,0,74
531,0,75
532,1,73
533,0,97
534,0,116
535,0,61
536,0,60
537,0,91
538,0,145
539,0,108
540,0,152
541,1,124
542,0,142
543,0,134
544,0,89
545,0,60
546,0,66
547,0,69
548,1,113
549,0,104
550,0,88
551,0,107
552,0,101
553,0,90
554,0,93
555,1,124
556,0,82
557,0,134
558,0,98
559,0,102
560,1,58
561,1,65
562,1,102
563,2,118
564,4,134
565,3,147
566,2,151
567,1,105
568,1,92
569,3,54
570,1,99
571,1,110
572,1,107
573,0,77
574,2,45
575,1,81
576,0,88
577,0,60
578,0,160
579,1,101
580,0,129
581,0,70
582,0,73
583,0,84
584,0,122
585,0,84
586,0,89
587,0,73
588,0,62
589,0,62
590,0,59
591,0,92
592,0,103
593,0,76
594,0,69
595,0,96
596,0,94
597,0,52
598,0,51
599,2,71
600,0,33
601,0,53
602,0,48
603,0,72
604,1,49
605,0,72
606,0,65
607,0,88
608,0,63
609,0,32
610,0,39
611,1,61
612,0,63
613,1,34
614,1,29
615,0,50
616,0,86
617,0,35
618,0,25
619,0,30
620,0,69
621,0,65
622,0,124
623,0,56
624,0,84
625,0,33
626,1,79
627,0,64
628,0,50
629,0,65
630,0,82
631,0,65
632,0,67
633,0,51
634,1,66
635,0,96
636,0,72
637,0,61
638,0,28
639,0,40
640,0,42
641,0,65
642,0,97
643,0,62
644,0,86
645,0,67
646,0,57
647,0,62
648,0,56
649,0,22
650,0,42
651,0,37
652,0,57
653,0,91
654,0,67
655,0,51
656,0,41
657,0,60
658,0,34
659,0,43
660,1,43
661,0,48
662,0,97
663,1,77
664,0,73
665,0,37
666,0,36
667,0,17
668,0,15
669,0,36
670,0,43
671,0,56
672,0,55
673,0,48
674,1,39
675,0,16
676,0,27
677,0,48
678,0,42
679,0,32
680,0,48
681,0,38
682,0,44
683,0,58
684,0,38
685,0,14
686,0,29
687,0,33
688,0,54
689,0,61
690,0,59
691,0,31
692,0,88
693,0,51
694,0,74
695,0,45
696,0,35
697,1,30
698,0,55
699,0,49
700,0,36
701,0,42
702,0,29
703,0,24
704,0,20
705,1,28
706,0,50
707,0,48
708,0,49
709,0,14
710,0,10
711,0,23
712,0,18
713,0,31
714,0,24
715,0,44
716,0,53
717,0,39
718,0,39
719,1,42
720,0,80
721,0,49
722,0,37
723,0,15
724,0,29
725,1,25
726,0,11
727,0,34
728,0,14
729,0,8
730,0,21
731,0,40
732,0,71
733,0,61
734,0,29
735,0,27
736,0,33
737,0,12
738,0,17
739,0,43
740,0,19
741,0,24
742,0,46
743,0,22
744,0,52
745,0,50
746,0,13
747,0,8
748,0,12
749,0,16
750,0,25
751,0,17
752,0,21
753,0,35
754,0,65
755,0,24
756,0,17
757,0,16
758,0,53
759,0,41
760,0,7
761,0,20
762,0,29
763,0,17
764,0,20
765,0,15
766,0,11
767,1,21
768,0,25
769,0,32
770,0,7
771,0,16
772,0,16
773,0,45
774,0,15
775,0,35
776,0,13
777,0,6
778,0,11
779,0,34
780,0,9
781,0,21
782,0,17
783,0,25
784,0,6
785,0,25
786,0,15
787,0,13
788,0,27
789,0,19
790,0,26
791,0,14
792,0,39
793,0,18
794,0,18
795,0,15
796,0,37
797,0,45
798,0,64
799,0,38
800,0,48
801,0,37
802,1,35
803,0,30
804,0,30
805,0,30
806,0,18
807,0,43
808,0,54
809,0,27
810,0,28
811,0,38
812,0,26
813,0,26
814,0,40
815,0,44
816,0,29
817,0,16
818,0,28
819,0,21
820,0,25
821,0,26
822,0,47
823,0,53
824,0,12
825,0,5
826,0,12
827,0,30
828,0,33
829,0,33
830,0,45
831,0,10
832,0,25
833,0,94
834,0,62
835,0,66
836,0,42
837,0,49
838,0,56
839,0,31
840,1,18
841,0,64
842,0,39
843,0,28
844,0,70
845,0,29
846,0,5
847,0,9
848,0,19
849,0,47
850,0,40
851,0,36
852,0,9
853,0,13
854,0,25
855,0,29
856,0,29
857,0,33
858,1,20
859,0,34
860,0,37
861,0,19
862,0,15
863,0,11
864,0,45
865,0,46
866,0,8
867,0,30
868,0,12
869,0,25
870,0,24
871,0,13
872,1,4
873,0,19
874,0,14
875,0,27
876,0,11
877,0,27
878,0,21
879,0,21
880,0,9
881,0,7
882,0,24
883,0,3
884,0,5
885,0,16
886,0,3
887,0,9
888,0,26
889,0,31
890,0,14
891,0,7
892,0,15
893,0,13
894,0,10
895,0,32
896,0,32
897,0,20
898,0,30
899,0,18
900,0,45
901,0,22
902,0,14
903,0,5
904,0,4
905,0,10
906,0,9
907,0,7
908,0,8
909,0,18
910,0,2
911,0,5
912,0,4
913,0,46
914,0,42
915,0,15
916,0,14
917,0,28
918,1,17
919,0,15
920,0,23
921,0,9
922,0,3
923,1,23
924,0,1
925,0,3
926,0,18
927,0,11
928,0,40
929,0,17
930,0,16
931,0,4
932,0,16
933,0,6
934,0,19
935,0,7
936,0,7
937,0,24
938,0,19
939,0,5
940,0,49
941,0,5
942,0,5
943,0,15
944,0,30
945,0,19
946,0,5
947,0,6
948,0,7
949,0,6
950,0,3
951,0,7
952,0,9
953,0,15
954,0,24
955,0,23
956,0,18
957,0,14
958,0,0
959,0,21
960,0,22
961,0,29
962,0,55
963,0,13
964,0,27
965,0,8
966,0,18
967,0,15
968,0,18
969,0,19
970,0,12
971,0,10
972,0,8
973,0,10
974,0,11
975,0,19
976,0,30
977,0,15
978,0,21
979,0,11
980,0,18
981,0,15
982,0,29
983,0,12
984,0,18
985,0,16
986,0,13
987,0,3
988,0,18
989,0,29
990,0,16
991,0,24
992,0,8
993,0,14
994,0,10
995,0,14
996,0,15
997,0,15
998,0,13
999,0,34
1000,0,15
1001,0,8
1002,0,12
1003,0,16
1004,0,19
1005,0,8
1006,0,5
1007,0,6
1008,0,0
1009,0,12
1010,0,9
1011,0,18
1012,0,18
1013,0,32
1014,0,14
1015,0,34
1016,0,23
1017,0,11
1018,0,9
1019,0,3
1020,0,18
1021,0,8
1022,0,14
1023,0,19
1024,9,5384
