access,capacity0,capacity1,reuse distance for all0,reuse distance for all1,eviction0,eviction1
1,1017,498451,29556,92,183,0
2,265,63601,861,49,107,0
3,90,12441,468,17,35,0
4,37,5831,378,3,5,0
5,11,2285,312,2,3,0
6,7,1604,282,2,3,0
7,1,914,261,0,0,0
8,6,687,165,0,0,0
9,1,523,201,0,0,0
10,7,419,204,1,2,0
11,1,323,222,0,3,0
12,2,313,204,0,0,0
13,1,233,261,0,0,0
14,0,247,186,0,0,0
15,1,199,216,0,0,0
16,1,225,237,0,0,0
17,3,181,213,0,0,0
18,1,156,231,0,0,0
19,1,145,216,0,0,0
20,0,150,207,1,1,0
21,0,138,162,0,1,0
22,0,129,117,0,0,0
23,1,73,144,1,1,0
24,0,83,132,0,0,0
25,1,76,93,0,0,0
26,0,84,129,0,0,0
27,0,89,84,0,0,0
28,0,66,120,0,0,0
29,0,51,135,0,0,0
30,0,70,129,0,0,0
31,0,58,198,0,0,0
32,1,88,153,0,0,0
33,0,55,162,0,0,0
34,0,53,108,0,0,0
35,0,38,99,0,0,0
36,0,38,108,0,1,0
37,0,47,87,0,0,0
38,0,46,81,0,2,0
39,0,22,81,0,0,0
40,0,26,87,0,1,0
41,0,27,90,0,0,0
42,0,20,534,0,0,0
43,0,29,477,0,0,0
44,0,19,432,0,0,0
45,0,15,441,0,0,0
46,0,19,411,0,0,0
47,0,16,375,0,0,0
48,0,19,471,0,0,0
49,0,20,459,0,0,0
50,0,19,384,0,0,0
51,0,13,402,0,0,0
52,0,26,396,0,0,0
53,0,15,381,0,0,0
54,0,10,360,0,0,0
55,0,20,315,0,0,0
56,0,8,312,0,0,0
57,0,13,351,0,0,0
58,0,17,408,0,0,0
59,0,11,411,0,0,0
60,0,12,312,0,0,0
61,0,21,291,0,0,0
62,0,7,267,0,0,0
63,0,5,441,0,0,0
64,0,13,348,0,0,0
65,0,8,411,0,0,0
66,0,10,357,0,0,0
67,0,8,318,0,0,0
68,0,4,246,0,0,0
69,0,5,294,0,0,0
70,0,12,276,0,0,0
71,0,6,336,0,0,0
72,0,11,294,0,0,0
73,0,13,234,0,0,0
74,0,13,246,0,0,0
75,0,15,240,0,0,0
76,0,18,282,0,0,0
77,0,11,261,0,0,0
78,0,4,234,0,0,0
79,0,7,339,0,0,0
80,1,7,195,0,0,0
81,0,6,231,0,0,0
82,0,7,243,0,0,0
83,0,12,285,0,0,0
84,0,12,216,0,0,0
85,1,9,246,0,0,0
86,3,8,174,0,0,0
87,1,6,228,0,0,0
88,0,10,270,0,0,0
89,0,6,171,0,0,0
90,0,2,228,0,0,0
91,0,7,183,0,0,0
92,0,4,171,0,0,0
93,0,5,189,0,0,0
94,1,8,207,0,0,0
95,0,2,180,0,0,0
96,0,2,234,0,0,0
97,0,5,249,0,0,0
98,0,3,177,0,0,0
99,0,4,213,0,0,0
100,0,3,195,0,0,0
101,0,2,252,0,0,0
102,0,6,282,0,0,0
103,0,8,240,0,0,0
104,0,4,231,0,0,0
105,0,5,177,0,0,0
106,0,5,264,0,0,0
107,0,11,219,0,0,0
108,0,6,195,0,0,0
109,0,8,222,0,0,0
110,0,10,198,0,0,0
111,0,5,183,0,0,0
112,0,4,189,0,0,0
113,0,2,240,0,0,0
114,1,4,270,0,0,0
115,0,3,255,0,0,0
116,0,5,258,0,0,0
117,0,5,231,0,0,0
118,0,1,240,0,0,0
119,0,10,252,0,0,0
120,0,4,207,0,0,0
121,1,4,204,0,0,0
122,0,2,252,0,0,0
123,0,2,228,0,0,0
124,0,3,201,0,0,0
125,0,1,207,0,0,0
126,0,2,195,0,0,0
127,0,5,183,0,0,0
128,0,1,231,0,0,0
129,0,5,156,0,0,0
130,0,2,171,0,0,0
131,0,2,231,0,0,0
132,0,1,177,0,0,0
133,0,1,141,0,0,0
134,0,5,183,0,0,0
135,0,1,198,0,0,0
136,0,5,135,0,0,0
137,0,2,144,0,0,0
138,0,6,123,0,0,0
139,0,1,123,0,0,0
140,0,3,135,0,0,0
141,0,3,120,0,0,0
142,0,2,126,0,0,0
143,0,0,105,0,0,0
144,0,2,117,0,0,0
145,0,1,117,0,0,0
146,0,0,105,0,0,0
147,0,1,168,0,0,0
148,0,0,156,0,0,0
149,0,1,132,0,0,0
150,0,0,123,0,0,0
151,0,3,114,0,0,0
