access,capacity0,capacity1,reuse distance for all0,reuse distance for all1,eviction0,eviction1
1,2043,620629,615,156,8752,0
2,228,33686,501,100,398,0
3,54,3529,300,18,21,0
4,42,3209,336,3,4,0
5,10,928,324,2,2,0
6,7,414,297,1,1,0
7,4,520,195,1,1,0
8,4,339,177,0,0,0
9,1,299,240,0,0,0
10,2,232,153,0,0,0
11,2,195,123,0,0,0
12,3,186,78,0,0,0
13,1,128,81,0,0,0
14,3,130,69,1,1,0
15,4,136,48,1,1,0
16,2,125,45,1,1,0
17,4,249,48,0,0,0
18,4,410,33,1,1,0
19,12,639,27,1,1,0
20,22,841,15,1,2,0
21,25,874,24,0,0,0
22,36,864,24,0,0,0
23,39,810,27,0,0,0
24,53,617,3,2,2,0
25,48,470,9,0,0,0
26,28,290,3,1,1,0
27,15,200,0,0,0,0
28,4,156,6,0,0,0
29,15,191,3,0,0,0
30,9,184,0,0,0,0
31,3,166,6,0,0,0
32,11,197,3,0,0,0
33,3,177,0,0,0,0
34,7,176,0,0,0,0
35,0,208,0,0,0,0
36,4,185,0,0,0,0
37,0,171,315,0,0,0
38,4,163,624,0,0,0
39,3,135,429,0,0,0
40,1,108,330,1,1,0
41,9,100,297,0,0,0
42,3,74,264,0,0,0
43,5,67,213,0,0,0
44,2,71,168,1,1,0
45,6,58,159,0,0,0
46,5,50,177,0,0,0
47,6,51,213,0,0,0
48,1,43,156,0,0,0
49,0,34,645,0,0,0
50,1,42,3819,0,0,0
51,0,36,3387,0,0,0
52,3,31,3285,0,0,0
53,2,40,3039,0,0,0
54,1,26,2856,0,0,0
55,3,32,2559,0,0,0
56,2,31,2226,0,0,0
57,1,35,2001,0,0,0
58,1,21,1932,0,0,0
59,3,47,1626,0,0,0
60,2,24,1554,0,0,0
61,0,30,1299,0,0,0
62,0,28,1230,0,0,0
63,0,19,1311,0,0,0
64,2,22,1236,0,0,0
65,1,16,1035,0,0,0
66,1,11,1074,0,0,0
67,0,24,1008,0,0,0
68,1,18,906,0,0,0
69,0,17,717,0,0,0
70,3,23,717,0,0,0
71,0,22,690,0,0,0
72,0,21,615,0,0,0
73,1,13,684,0,0,0
74,1,25,624,0,0,0
75,1,17,576,0,0,0
76,0,23,618,0,0,0
77,0,15,483,0,0,0
78,0,13,501,0,0,0
79,1,14,474,0,0,0
80,0,26,438,0,0,0
81,0,13,492,0,0,0
82,0,11,441,0,0,0
83,0,17,447,0,0,0
84,0,9,417,0,0,0
85,0,9,405,0,0,0
86,1,16,399,0,0,0
87,0,11,339,0,0,0
88,0,13,372,0,0,0
89,1,15,384,0,0,0
90,0,3,270,0,0,0
91,0,4,300,0,0,0
92,0,8,303,0,0,0
93,2,14,285,0,0,0
94,0,15,318,0,0,0
95,0,10,294,0,0,0
96,0,8,333,0,0,0
97,1,13,279,0,0,0
98,0,7,255,0,0,0
99,0,8,312,0,0,0
100,0,5,282,0,0,0
101,0,8,294,0,0,0
102,0,6,291,0,0,0
103,0,11,249,0,0,0
104,1,14,258,0,0,0
105,1,11,279,0,0,0
106,0,5,312,0,0,0
107,0,10,231,0,0,0
