access,reuse distance for all0,reuse distance for all1
434,1,116
435,1,153
436,0,171
437,0,126
438,0,117
439,0,183
440,1,156
441,1,151
442,0,124
443,0,136
444,0,120
445,0,79
446,0,190
447,0,139
448,0,132
449,0,183
450,0,155
451,0,111
452,0,111
453,0,101
454,0,88
455,0,93
456,0,145
457,0,109
458,0,111
459,0,129
460,0,185
461,0,152
462,0,63
463,0,120
464,0,99
465,0,95
466,0,121
467,0,166
468,0,124
469,0,137
470,1,129
471,0,108
472,2,136
473,1,117
474,0,123
475,0,112
476,0,139
477,0,95
478,0,131
479,0,107
480,0,129
481,0,166
482,0,111
483,0,128
484,0,117
485,0,121
486,0,59
487,0,85
488,0,119
489,0,119
490,0,122
491,0,130
492,0,115
493,0,105
494,0,108
495,0,113
496,0,182
497,0,161
498,0,100
499,0,103
500,0,90
501,0,84
502,0,139
503,0,105
504,0,153
505,0,70
506,1,122
507,0,106
508,0,95
509,0,147
510,0,198
511,1,149
512,0,171
513,0,156
514,0,79
515,1,84
516,0,113
517,0,95
518,0,64
519,1,44
520,1,71
521,0,73
522,0,77
523,0,113
524,0,91
525,0,70
526,0,86
527,0,72
528,1,75
529,0,80
530,0,75
531,0,76
532,1,81
533,0,85
534,0,106
535,0,73
536,0,87
537,0,96
538,0,121
539,0,113
540,0,155
541,1,149
542,0,121
543,0,132
544,0,92
545,0,76
546,0,72
547,0,78
548,1,100
549,0,107
550,0,103
551,0,109
552,0,88
553,0,89
554,0,75
555,1,106
556,0,82
557,0,127
558,0,104
559,0,121
560,1,76
561,1,67
562,0,113
563,3,146
564,2,137
565,4,155
566,2,156
567,1,99
568,2,99
569,3,62
570,1,116
571,0,109
572,1,96
573,1,93
574,2,43
575,1,84
576,0,89
577,0,68
578,0,159
579,0,104
580,1,125
581,0,70
582,0,80
583,0,98
584,0,114
585,0,86
586,0,97
587,0,69
588,0,61
589,0,50
590,0,67
591,0,98
592,0,83
593,0,71
594,0,73
595,0,103
596,0,75
597,0,49
598,0,53
599,2,60
600,0,38
601,0,69
602,0,53
603,0,80
604,1,37
605,0,83
606,0,66
607,0,81
608,0,62
609,0,33
610,0,34
611,1,82
612,0,67
613,1,37
614,0,34
615,1,64
616,0,79
617,0,38
618,0,26
619,0,32
620,0,60
621,0,62
622,0,121
623,0,48
624,0,61
625,0,34
626,0,78
627,0,76
628,0,51
629,0,72
630,0,80
631,0,62
632,0,43
633,0,61
634,2,65
635,0,88
636,0,56
637,0,64
638,0,28
639,0,30
640,0,41
641,0,63
642,0,66
643,0,45
644,0,88
645,0,62
646,0,56
647,0,66
648,0,50
649,0,27
650,0,61
651,0,40
652,0,58
653,0,79
654,0,67
655,0,46
656,0,42
657,0,43
658,0,34
659,0,32
660,0,42
661,1,75
662,0,80
663,0,76
664,0,62
665,1,35
666,0,42
667,0,32
668,0,10
669,0,28
670,0,42
671,0,49
672,0,66
673,0,51
674,0,25
675,1,13
676,0,22
677,0,47
678,0,37
679,0,25
680,0,38
681,0,53
682,0,45
683,0,58
684,0,37
685,0,12
686,0,27
687,0,38
688,0,68
689,0,72
690,0,72
691,0,35
692,0,94
693,0,49
694,0,76
695,0,49
696,0,29
697,1,30
698,0,58
699,0,49
700,0,35
701,0,43
702,0,27
703,0,26
704,0,20
705,1,34
706,0,58
707,0,56
708,0,52
709,0,22
710,0,17
711,0,5
712,0,22
713,0,31
714,0,22
715,0,46
716,0,52
717,0,42
718,0,37
719,1,40
720,0,87
721,0,52
722,0,35
723,0,21
724,0,34
725,1,23
726,0,10
727,0,33
728,0,17
729,0,9
730,0,24
731,0,43
732,0,71
733,0,66
734,0,20
735,0,17
736,0,25
737,0,17
738,0,21
739,0,42
740,0,20
741,0,24
742,0,39
743,0,20
744,0,58
745,0,53
746,0,13
747,0,4
748,0,9
749,0,15
750,0,23
751,0,22
752,0,20
753,0,36
754,0,58
755,0,20
756,0,6
757,0,16
758,0,53
759,0,41
760,0,8
761,0,12
762,0,23
763,0,15
764,0,19
765,0,17
766,0,11
767,0,22
768,1,26
769,0,31
770,0,8
771,0,11
772,0,21
773,0,42
774,0,9
775,0,30
776,0,21
777,0,9
778,0,6
779,0,32
780,0,11
781,0,20
782,0,17
783,0,22
784,0,10
785,0,18
786,0,24
787,0,20
788,0,24
789,0,12
790,0,18
791,0,21
792,0,37
793,0,24
794,0,14
795,0,8
796,0,32
797,0,48
798,0,70
799,0,37
800,0,41
801,0,37
802,1,43
803,0,24
804,0,39
805,0,24
806,0,25
807,0,41
808,0,50
809,0,19
810,0,26
811,0,32
812,0,26
813,0,30
814,0,36
815,0,48
816,0,30
817,0,15
818,0,26
819,0,24
820,0,22
821,0,19
822,0,51
823,0,48
824,0,13
825,0,7
826,0,12
827,0,23
828,0,35
829,0,42
830,0,48
831,0,8
832,0,25
833,0,87
834,0,57
835,0,63
836,0,42
837,0,49
838,0,47
839,0,24
840,1,13
841,0,69
842,0,42
843,0,29
844,0,71
845,0,20
846,0,6
847,0,5
848,0,22
849,0,48
850,0,35
851,0,31
852,0,9
853,0,17
854,0,28
855,0,34
856,0,30
857,0,33
858,0,22
859,0,35
860,1,31
861,0,19
862,0,16
863,0,11
864,0,49
865,0,44
866,0,7
867,0,28
868,0,11
869,0,28
870,0,21
871,0,13
872,0,3
873,1,22
874,0,9
875,0,29
876,0,12
877,0,27
878,0,22
879,0,20
880,0,7
881,0,5
882,0,14
883,0,2
884,0,4
885,0,3
886,0,3
887,0,13
888,0,45
889,0,39
890,0,13
891,0,5
892,0,3
893,0,12
894,0,5
895,0,32
896,0,29
897,0,17
898,0,31
899,0,29
900,0,34
901,0,23
902,0,14
903,0,3
904,0,4
905,0,11
906,0,17
907,0,14
908,0,10
909,0,19
910,0,5
911,0,4
912,0,7
913,0,45
914,0,42
915,0,18
916,0,13
917,0,23
918,1,19
919,0,12
920,0,21
921,0,12
922,0,3
923,0,24
924,0,3
925,0,3
926,0,21
927,1,7
928,0,28
929,0,15
930,0,7
931,0,6
932,0,17
933,0,4
934,0,18
935,0,12
936,0,10
937,0,21
938,0,15
939,0,21
940,0,38
941,0,3
942,0,7
943,0,18
944,0,28
945,0,17
946,0,6
947,0,3
948,0,9
949,0,1
950,0,8
951,0,7
952,0,8
953,0,11
954,0,20
955,0,26
956,0,22
957,0,12
958,0,6
959,0,18
960,0,27
961,0,31
962,0,49
963,0,10
964,0,30
965,0,7
966,0,22
967,0,15
968,0,17
969,0,21
970,0,13
971,0,9
972,0,7
973,0,13
974,0,13
975,0,20
976,0,31
977,0,15
978,0,33
979,0,27
980,0,29
981,0,15
982,0,25
983,0,12
984,0,15
985,0,16
986,0,19
987,0,7
988,0,19
989,0,28
990,0,21
991,0,20
992,0,10
993,0,5
994,0,7
995,0,17
996,0,14
997,0,11
998,0,16
999,0,27
1000,0,18
1001,0,6
1002,0,7
1003,0,15
1004,0,21
1005,0,6
1006,0,7
1007,0,2
1008,0,7
1009,0,10
1010,0,14
1011,0,17
1012,0,18
1013,0,35
1014,0,21
1015,0,37
1016,0,28
1017,0,11
1018,0,18
1019,0,11
1020,0,16
1021,0,9
1022,0,13
1023,0,14
1024,9,5515
