access,reuse distance for all0,reuse distance for all1
599,2,36
600,0,40
601,0,52
602,0,57
603,0,85
604,1,40
605,0,81
606,0,58
607,0,70
608,0,66
609,0,41
610,0,45
611,0,78
612,1,59
613,1,35
614,0,28
615,1,63
616,0,65
617,0,34
618,0,35
619,0,40
620,0,86
621,0,76
622,0,114
623,0,44
624,0,81
625,0,39
626,1,99
627,0,51
628,0,61
629,0,74
630,0,84
631,0,51
632,0,54
633,0,54
634,1,61
635,0,102
636,0,69
637,0,66
638,0,27
639,0,27
640,0,44
641,0,79
642,0,96
643,0,69
644,0,96
645,0,59
646,0,54
647,0,70
648,0,50
649,0,26
650,0,42
651,0,38
652,0,74
653,0,90
654,0,69
655,0,40
656,0,47
657,0,46
658,0,37
659,0,56
660,0,43
661,0,53
662,0,69
663,1,70
664,0,60
665,0,30
666,1,35
667,0,17
668,0,14
669,0,37
670,0,45
671,0,55
672,0,61
673,0,48
674,0,23
675,1,11
676,0,25
677,0,44
678,0,31
679,0,28
680,0,44
681,0,52
682,0,52
683,0,53
684,0,30
685,0,14
686,0,26
687,0,37
688,0,60
689,0,69
690,0,54
691,0,37
692,0,96
693,0,49
694,0,69
695,0,50
696,0,29
697,1,34
698,0,58
699,0,40
700,0,28
701,0,44
702,0,25
703,0,34
704,0,24
705,1,28
706,0,52
707,0,55
708,0,41
709,0,23
710,0,11
711,0,9
712,0,33
713,0,47
714,0,28
715,0,45
716,0,52
717,0,39
718,0,37
719,1,42
720,0,80
721,0,50
722,0,33
723,0,24
724,0,28
725,1,27
726,0,11
727,0,36
728,0,14
729,0,12
730,0,29
731,0,39
732,0,73
733,0,54
734,0,21
735,0,15
736,0,25
737,0,41
738,0,20
739,0,46
740,0,20
741,0,20
742,0,45
743,0,25
744,0,57
745,0,47
746,0,16
747,0,14
748,0,9
749,0,13
750,0,29
751,0,22
752,0,28
753,0,39
754,0,60
755,0,17
756,0,6
757,0,18
758,0,55
759,0,47
760,0,10
761,0,17
762,0,20
763,0,13
764,0,20
765,0,18
766,0,9
767,0,26
768,0,31
769,1,24
770,0,12
771,0,13
772,0,21
773,0,38
774,0,20
775,0,29
776,0,27
777,0,9
778,0,17
779,0,32
780,0,17
781,0,21
782,0,13
783,0,23
784,0,7
785,0,16
786,0,15
787,0,17
788,0,26
789,0,21
790,0,30
791,0,16
792,0,47
793,0,22
794,0,19
795,0,4
796,0,47
797,0,48
798,0,69
799,0,41
800,0,46
801,0,41
802,1,38
803,0,26
804,0,32
805,0,29
806,0,18
807,0,54
808,0,58
809,0,21
810,0,31
811,0,36
812,0,25
813,0,25
814,0,44
815,0,50
816,0,28
817,0,18
818,0,30
819,0,28
820,0,26
821,0,24
822,0,48
823,0,46
824,0,8
825,0,9
826,0,11
827,0,25
828,0,33
829,0,42
830,0,42
831,0,11
832,0,30
833,0,93
834,0,54
835,0,63
836,0,42
837,0,48
838,0,50
839,0,30
840,1,22
841,0,71
842,0,37
843,0,28
844,0,73
845,0,18
846,0,7
847,0,4
848,0,22
849,0,58
850,0,26
851,0,44
852,0,10
853,0,14
854,0,26
855,0,35
856,0,27
857,0,35
858,0,21
859,0,28
860,0,35
861,1,16
862,0,16
863,0,11
864,0,50
865,0,40
866,0,10
867,0,25
868,0,16
869,0,24
870,0,20
871,0,12
872,0,8
873,0,19
874,1,10
875,0,31
876,0,10
877,0,23
878,0,7
879,0,23
880,0,12
881,0,12
882,0,34
883,0,6
884,0,9
885,0,9
886,0,3
887,0,16
888,0,34
889,0,26
890,0,19
891,0,6
892,0,16
893,0,15
894,0,8
895,0,33
896,0,31
897,0,21
898,0,29
899,0,26
900,0,46
901,0,21
902,0,13
903,0,3
904,0,5
905,0,9
906,0,15
907,0,9
908,0,12
909,0,14
910,0,8
911,0,1
912,0,13
913,0,48
914,0,37
915,0,19
916,0,10
917,0,26
918,1,18
919,0,10
920,0,19
921,0,14
922,0,4
923,0,26
924,1,2
925,0,2
926,0,21
927,0,7
928,0,50
929,0,13
930,0,13
931,0,7
932,0,16
933,0,6
934,0,19
935,0,7
936,0,11
937,0,36
938,0,14
939,0,17
940,0,34
941,0,3
942,0,2
943,0,16
944,0,25
945,0,16
946,0,6
947,0,9
948,0,6
949,0,4
950,0,4
951,0,5
952,0,10
953,0,12
954,0,19
955,0,26
956,0,23
957,0,8
958,0,6
959,0,25
960,0,26
961,0,32
962,0,46
963,0,14
964,0,26
965,0,7
966,0,21
967,0,18
968,0,17
969,0,18
970,0,14
971,0,6
972,0,9
973,0,7
974,0,16
975,0,23
976,0,30
977,0,18
978,0,24
979,0,12
980,0,15
981,0,18
982,0,35
983,0,15
984,0,21
985,0,14
986,0,17
987,0,5
988,0,24
989,0,26
990,0,18
991,0,23
992,0,10
993,0,5
994,0,7
995,0,19
996,0,10
997,0,11
998,0,21
999,0,27
1000,0,16
1001,0,6
1002,0,7
1003,0,15
1004,0,21
1005,0,6
1006,0,2
1007,0,3
1008,0,4
1009,0,10
1010,0,11
1011,0,20
1012,0,19
1013,0,36
1014,0,12
1015,0,35
1016,0,31
1017,0,9
1018,0,12
1019,0,3
1020,0,23
1021,0,8
1022,0,16
1023,0,13
1024,9,5452
