access,reuse distance for all0,reuse distance for all1
383,0,195
384,1,220
385,0,194
386,1,130
387,0,168
388,0,240
389,0,227
390,0,244
391,1,173
392,2,157
393,1,186
394,1,180
395,1,185
396,3,165
397,1,191
398,0,149
399,1,168
400,1,170
401,1,151
402,0,127
403,1,84
404,0,90
405,1,150
406,0,157
407,0,86
408,0,107
409,0,147
410,0,164
411,0,144
412,0,138
413,0,159
414,1,138
415,1,211
416,0,189
417,0,171
418,0,162
419,1,128
420,0,202
421,0,162
422,0,214
423,0,112
424,0,88
425,0,106
426,1,177
427,0,114
428,1,143
429,0,119
430,0,100
431,0,66
432,0,126
433,1,168
434,0,137
435,1,138
436,0,159
437,0,129
438,0,122
439,0,187
440,1,131
441,0,140
442,0,152
443,0,166
444,0,124
445,1,87
446,0,221
447,0,139
448,0,155
449,0,171
450,0,155
451,0,106
452,0,114
453,0,99
454,0,91
455,0,87
456,0,141
457,0,112
458,0,116
459,0,147
460,0,194
461,0,139
462,0,66
463,0,110
464,0,95
465,0,101
466,0,140
467,0,164
468,0,134
469,0,119
470,0,139
471,2,109
472,1,110
473,1,114
474,0,125
475,0,99
476,0,140
477,0,111
478,0,117
479,0,110
480,0,133
481,0,161
482,0,119
483,0,142
484,0,105
485,0,108
486,0,73
487,0,102
488,0,93
489,0,128
490,0,120
491,0,125
492,0,128
493,0,106
494,0,112
495,0,104
496,0,180
497,0,158
498,0,93
499,0,96
500,0,92
501,0,80
502,0,133
503,0,100
504,0,133
505,0,87
506,1,109
507,0,111
508,0,113
509,0,149
510,0,206
511,1,152
512,0,174
513,0,131
514,0,72
515,1,99
516,0,129
517,0,82
518,0,55
519,1,47
520,0,57
521,0,64
522,1,84
523,0,104
524,0,91
525,0,77
526,0,71
527,0,73
528,1,94
529,0,88
530,0,59
531,0,80
532,0,74
533,1,95
534,0,99
535,0,72
536,0,82
537,0,92
538,0,117
539,0,116
540,0,153
541,0,122
542,0,155
543,1,100
544,0,82
545,0,43
546,0,75
547,0,77
548,0,91
549,1,111
550,0,96
551,0,113
552,0,69
553,0,94
554,0,74
555,0,114
556,1,81
557,0,122
558,0,117
559,0,124
560,0,82
561,1,67
562,1,114
563,1,162
564,4,133
565,4,155
566,1,151
567,2,102
568,1,88
569,3,58
570,2,107
571,0,110
572,2,109
573,0,83
574,1,54
575,2,91
576,0,100
577,0,72
578,0,150
579,0,95
580,1,116
581,0,72
582,0,84
583,0,79
584,0,102
585,0,96
586,0,88
587,0,68
588,0,70
589,0,65
590,0,71
591,0,84
592,0,87
593,0,72
594,0,91
595,0,111
596,0,51
597,0,48
598,0,59
599,0,33
600,2,56
601,0,63
602,0,68
603,0,80
604,1,39
605,0,88
606,0,56
607,0,64
608,0,53
609,0,43
610,0,43
611,1,92
612,0,60
613,0,41
614,2,43
615,0,60
616,0,59
617,0,25
618,0,30
619,0,39
620,0,76
621,0,75
622,0,92
623,0,46
624,0,52
625,0,49
626,0,97
627,0,51
628,0,65
629,0,63
630,0,73
631,0,43
632,0,37
633,0,57
634,1,67
635,1,73
636,0,53
637,0,61
638,0,31
639,0,27
640,0,62
641,0,70
642,0,72
643,0,57
644,0,90
645,0,52
646,0,41
647,0,70
648,0,45
649,0,28
650,0,55
651,0,48
652,0,73
653,0,98
654,0,75
655,0,51
656,0,45
657,0,66
658,0,24
659,0,44
660,0,41
661,0,47
662,0,66
663,1,66
664,0,66
665,0,36
666,1,48
667,0,26
668,0,16
669,0,33
670,0,38
671,0,52
672,0,54
673,0,37
674,0,22
675,1,17
676,0,28
677,0,44
678,0,28
679,0,24
680,0,44
681,0,55
682,0,56
683,0,57
684,0,24
685,0,24
686,0,37
687,0,41
688,0,64
689,0,66
690,0,50
691,0,47
692,0,94
693,0,37
694,0,66
695,0,49
696,0,31
697,0,38
698,1,54
699,0,40
700,0,28
701,0,43
702,0,33
703,0,22
704,0,29
705,1,31
706,0,48
707,0,59
708,0,34
709,0,8
710,0,5
711,0,11
712,0,25
713,0,37
714,0,23
715,0,49
716,0,50
717,0,42
718,0,39
719,0,37
720,1,94
721,0,40
722,0,37
723,0,30
724,0,24
725,0,21
726,1,9
727,0,45
728,0,18
729,0,8
730,0,29
731,0,46
732,0,58
733,0,57
734,0,23
735,0,24
736,0,24
737,0,27
738,0,15
739,0,44
740,0,25
741,0,17
742,0,40
743,0,17
744,0,50
745,0,51
746,0,13
747,0,11
748,0,4
749,0,20
750,0,26
751,0,16
752,0,27
753,0,39
754,0,46
755,0,16
756,0,8
757,0,24
758,0,54
759,0,36
760,0,10
761,0,23
762,0,21
763,0,14
764,0,23
765,0,22
766,0,24
767,0,28
768,0,36
769,1,30
770,0,19
771,0,10
772,0,20
773,0,39
774,0,6
775,0,27
776,0,14
777,0,9
778,0,13
779,0,30
780,0,13
781,0,31
782,0,17
783,0,15
784,0,5
785,0,11
786,0,22
787,0,24
788,0,34
789,0,26
790,0,20
791,0,18
792,0,59
793,0,24
794,0,15
795,0,7
796,0,36
797,0,47
798,0,75
799,0,40
800,0,45
801,1,34
802,0,35
803,0,31
804,0,30
805,0,29
806,0,28
807,0,46
808,0,62
809,0,18
810,0,29
811,0,23
812,0,27
813,0,23
814,0,42
815,0,48
816,0,24
817,0,10
818,0,22
819,0,42
820,0,21
821,0,17
822,0,43
823,0,27
824,0,9
825,0,7
826,0,17
827,0,25
828,0,42
829,0,42
830,0,33
831,0,13
832,0,32
833,0,75
834,0,46
835,0,57
836,0,40
837,0,47
838,0,46
839,0,20
840,0,32
841,1,67
842,0,39
843,0,22
844,0,71
845,0,16
846,0,10
847,0,3
848,0,20
849,0,61
850,0,25
851,0,34
852,0,5
853,0,12
854,0,28
855,0,31
856,0,27
857,0,32
858,0,22
859,0,24
860,0,32
861,1,18
862,0,18
863,0,10
864,0,50
865,0,36
866,0,10
867,0,26
868,0,13
869,0,21
870,0,23
871,0,9
872,0,6
873,1,20
874,0,18
875,0,34
876,0,19
877,0,22
878,0,5
879,0,19
880,0,6
881,0,6
882,0,14
883,0,1
884,0,3
885,0,1
886,0,9
887,0,19
888,0,53
889,0,32
890,0,5
891,0,6
892,0,2
893,0,14
894,0,6
895,0,36
896,0,31
897,0,28
898,0,26
899,0,33
900,0,31
901,0,20
902,0,10
903,0,3
904,0,12
905,0,13
906,0,26
907,0,9
908,0,18
909,0,15
910,0,4
911,0,7
912,0,11
913,0,50
914,0,36
915,0,14
916,0,7
917,0,24
918,1,12
919,0,6
920,0,17
921,0,14
922,0,9
923,0,26
924,0,2
925,0,7
926,1,19
927,0,8
928,0,32
929,0,12
930,0,6
931,0,10
932,0,14
933,0,14
934,0,19
935,0,20
936,0,9
937,0,24
938,0,17
939,0,20
940,0,35
941,0,5
942,0,2
943,0,14
944,0,28
945,0,16
946,0,3
947,0,3
948,0,8
949,0,6
950,0,5
951,0,6
952,0,13
953,0,13
954,0,21
955,0,25
956,0,24
957,0,4
958,0,7
959,0,28
960,0,31
961,0,35
962,0,34
963,0,10
964,0,19
965,0,8
966,0,25
967,0,22
968,0,19
969,0,16
970,0,13
971,0,6
972,0,8
973,0,11
974,0,21
975,0,15
976,0,33
977,0,25
978,0,24
979,0,9
980,0,23
981,0,9
982,0,31
983,0,18
984,0,17
985,0,11
986,0,16
987,0,9
988,0,21
989,0,22
990,0,25
991,0,23
992,0,4
993,0,7
994,0,13
995,0,13
996,0,13
997,0,9
998,0,23
999,0,27
1000,0,16
1001,0,8
1002,0,14
1003,0,17
1004,0,20
1005,0,5
1006,0,3
1007,0,6
1008,0,6
1009,0,13
1010,0,13
1011,0,34
1012,0,20
1013,0,40
1014,0,9
1015,0,35
1016,0,32
1017,0,9
1018,0,14
1019,0,5
1020,0,24
1021,0,9
1022,0,13
1023,0,6
1024,9,5484
