access,reuse distance for all0,reuse distance for all1
236,2,394
237,3,366
238,2,334
239,1,444
240,3,443
241,3,327
242,1,401
243,5,368
244,4,445
245,5,377
246,2,312
247,6,260
248,2,262
249,0,365
250,3,317
251,0,286
252,0,301
253,2,327
254,0,353
255,0,414
256,1,320
257,0,341
258,0,408
259,0,322
260,1,331
261,2,335
262,0,226
263,0,225
264,0,237
265,0,265
266,0,293
267,0,292
268,2,303
269,0,270
270,0,296
271,1,291
272,1,207
273,0,208
274,0,262
275,0,232
276,0,248
277,1,232
278,0,214
279,0,267
280,2,313
281,1,216
282,0,253
283,1,228
284,0,310
285,0,248
286,0,216
287,0,214
288,0,226
289,0,268
290,1,311
291,0,216
292,2,305
293,3,174
294,0,192
295,0,209
296,1,279
297,0,313
298,0,249
299,0,322
300,0,228
301,0,309
302,1,266
303,0,273
304,1,265
305,2,277
306,1,272
307,1,285
308,0,269
309,1,274
310,0,253
311,0,298
312,0,178
313,0,263
314,0,202
315,1,222
316,0,208
317,0,209
318,0,232
319,0,249
320,0,248
321,0,335
322,0,253
323,0,229
324,0,191
325,1,198
326,0,238
327,0,209
328,0,249
329,0,153
330,0,175
331,0,270
332,1,293
333,2,197
334,0,182
335,0,161
336,0,210
337,0,206
338,0,195
339,2,179
340,1,202
341,1,226
342,0,234
343,0,187
344,0,218
345,2,241
346,0,194
347,0,178
348,2,192
349,0,162
350,0,140
351,1,161
352,0,241
353,1,147
354,1,138
355,0,118
356,0,175
357,0,242
358,0,230
359,0,146
360,0,126
361,0,213
362,1,231
363,0,305
364,0,271
365,1,179
366,1,221
367,0,216
368,0,200
369,0,191
370,0,180
371,0,170
372,0,198
373,1,144
374,1,226
375,0,205
376,0,179
377,0,212
378,0,172
379,0,198
380,0,149
381,1,135
382,0,175
383,0,196
384,1,212
385,0,193
386,1,158
387,0,147
388,0,254
389,0,217
390,0,239
391,0,178
392,3,167
393,1,184
394,1,148
395,1,198
396,3,187
397,2,187
398,0,157
399,1,156
400,1,170
401,2,145
402,0,145
403,0,82
404,0,88
405,1,165
406,0,178
407,0,93
408,0,115
409,0,149
410,0,161
411,0,152
412,0,145
413,0,143
414,1,119
415,1,191
416,0,166
417,0,158
418,0,176
419,0,120
420,1,199
421,0,154
422,0,216
423,0,136
424,0,85
425,0,105
426,1,204
427,0,116
428,0,153
429,1,107
430,0,83
431,0,84
432,0,122
433,0,165
434,1,103
435,1,137
436,0,205
437,0,134
438,0,121
439,0,189
440,1,140
441,0,142
442,0,140
443,1,139
444,0,110
445,1,81
446,0,193
447,0,135
448,0,158
449,0,199
450,0,157
451,0,110
452,0,117
453,0,98
454,0,97
455,0,82
456,0,137
457,0,99
458,0,112
459,0,147
460,0,170
461,0,150
462,0,84
463,0,125
464,0,96
465,0,86
466,0,134
467,0,159
468,0,122
469,0,125
470,0,135
471,2,104
472,1,130
473,1,114
474,0,111
475,0,87
476,0,125
477,0,102
478,0,115
479,0,112
480,0,129
481,0,155
482,0,109
483,0,137
484,0,107
485,0,113
486,0,75
487,0,96
488,0,98
489,0,116
490,0,124
491,0,116
492,0,101
493,0,97
494,0,130
495,0,109
496,0,175
497,0,187
498,0,103
499,0,89
500,0,83
501,0,71
502,0,129
503,0,113
504,0,137
505,0,87
506,1,102
507,0,109
508,0,112
509,0,147
510,0,188
511,1,137
512,0,160
513,0,148
514,0,71
515,1,88
516,0,122
517,0,81
518,0,56
519,0,71
520,2,73
521,0,69
522,0,87
523,0,114
524,0,75
525,0,70
526,0,85
527,0,76
528,0,82
529,1,97
530,0,59
531,0,89
532,0,87
533,1,85
534,0,99
535,0,64
536,0,79
537,0,90
538,0,123
539,0,117
540,0,148
541,1,126
542,0,133
543,0,119
544,0,95
545,0,64
546,0,87
547,0,78
548,0,92
549,1,112
550,0,83
551,0,89
552,0,87
553,0,106
554,0,74
555,0,122
556,1,80
557,0,122
558,0,142
559,0,108
560,0,82
561,1,67
562,1,101
563,1,146
564,3,127
565,5,147
566,1,175
567,2,106
568,1,88
569,3,60
570,1,108
571,1,113
572,1,109
573,1,61
574,1,46
575,2,90
576,0,94
577,0,70
578,0,148
579,0,90
580,1,130
581,0,70
582,0,71
583,0,88
584,0,127
585,0,80
586,0,94
587,0,72
588,0,60
589,0,61
590,0,82
591,0,83
592,0,98
593,0,63
594,0,81
595,0,112
596,0,65
597,0,50
598,0,52
599,0,42
600,2,43
601,0,54
602,0,57
603,0,78
604,0,35
605,1,77
606,0,56
607,0,70
608,0,62
609,0,45
610,0,46
611,1,78
612,0,63
613,0,33
614,2,26
615,0,59
616,0,69
617,0,31
618,0,46
619,0,46
620,0,66
621,0,86
622,0,117
623,0,50
624,0,58
625,1,42
626,0,101
627,0,57
628,0,56
629,0,70
630,0,82
631,0,48
632,0,44
633,0,77
634,0,82
635,1,84
636,0,52
637,0,72
638,0,27
639,0,34
640,0,74
641,0,80
642,0,100
643,0,60
644,0,75
645,0,53
646,0,49
647,0,69
648,0,45
649,0,28
650,0,46
651,0,47
652,0,67
653,0,89
654,0,74
655,0,52
656,0,55
657,0,49
658,0,30
659,0,58
660,0,42
661,1,52
662,0,75
663,0,82
664,0,63
665,1,32
666,0,37
667,0,15
668,0,14
669,0,23
670,0,41
671,0,48
672,0,62
673,0,48
674,0,21
675,0,13
676,1,27
677,0,51
678,0,31
679,0,22
680,0,42
681,0,53
682,0,53
683,0,55
684,0,28
685,0,11
686,0,24
687,0,38
688,0,76
689,0,63
690,0,52
691,0,45
692,0,96
693,0,41
694,0,70
695,0,53
696,0,28
697,0,37
698,1,54
699,0,47
700,0,32
701,0,41
702,0,27
703,0,32
704,1,26
705,0,28
706,0,50
707,0,58
708,0,45
709,0,13
710,0,4
711,0,8
712,0,19
713,0,35
714,0,23
715,0,47
716,0,53
717,0,44
718,0,41
719,0,36
720,1,82
721,0,42
722,0,41
723,0,20
724,0,29
725,0,22
726,1,11
727,0,40
728,0,15
729,0,10
730,0,24
731,0,39
732,0,68
733,0,55
734,0,22
735,0,14
736,0,24
737,0,26
738,0,20
739,0,46
740,0,21
741,0,18
742,0,42
743,0,19
744,0,53
745,0,50
746,0,16
747,0,27
748,0,8
749,0,23
750,0,23
751,0,20
752,0,24
753,0,37
754,0,56
755,0,18
756,0,7
757,0,26
758,0,56
759,0,40
760,0,9
761,0,19
762,0,22
763,0,14
764,0,23
765,0,18
766,0,21
767,0,28
768,0,37
769,1,35
770,0,13
771,0,5
772,0,24
773,0,49
774,0,10
775,0,22
776,0,15
777,0,5
778,0,10
779,0,35
780,0,12
781,0,27
782,0,14
783,0,23
784,0,4
785,0,13
786,0,18
787,0,15
788,0,28
789,0,20
790,0,27
791,0,18
792,0,52
793,0,25
794,0,14
795,0,7
796,0,35
797,0,43
798,0,72
799,0,42
800,0,43
801,0,34
802,1,39
803,0,31
804,0,30
805,0,31
806,0,18
807,0,58
808,0,60
809,0,30
810,0,29
811,0,40
812,0,29
813,0,24
814,0,36
815,0,47
816,0,28
817,0,14
818,0,23
819,0,32
820,0,19
821,0,32
822,0,43
823,0,33
824,0,11
825,0,10
826,0,12
827,0,28
828,0,37
829,0,43
830,0,38
831,0,14
832,0,29
833,0,89
834,0,55
835,0,59
836,0,43
837,0,58
838,0,51
839,0,20
840,0,25
841,1,68
842,0,42
843,0,27
844,0,75
845,0,17
846,0,6
847,0,7
848,0,18
849,0,51
850,0,39
851,0,31
852,0,6
853,0,12
854,0,25
855,0,35
856,0,25
857,0,34
858,0,28
859,0,29
860,0,32
861,1,17
862,0,22
863,0,17
864,0,52
865,0,41
866,0,10
867,0,25
868,0,13
869,0,27
870,0,23
871,0,11
872,0,5
873,1,18
874,0,13
875,0,28
876,0,18
877,0,33
878,0,14
879,0,23
880,0,13
881,0,2
882,0,16
883,0,13
884,0,6
885,0,3
886,0,3
887,0,15
888,0,59
889,0,39
890,0,16
891,0,4
892,0,4
893,0,14
894,0,6
895,0,36
896,0,29
897,0,30
898,0,40
899,0,35
900,0,31
901,0,24
902,0,13
903,0,2
904,0,8
905,0,12
906,0,25
907,0,9
908,0,13
909,0,12
910,0,5
911,0,4
912,0,8
913,0,48
914,0,39
915,0,16
916,0,9
917,0,25
918,1,15
919,0,7
920,0,20
921,0,11
922,1,6
923,0,26
924,0,5
925,0,11
926,0,17
927,0,9
928,0,30
929,0,13
930,0,5
931,0,10
932,0,13
933,0,11
934,0,15
935,0,8
936,0,12
937,0,41
938,0,16
939,0,19
940,0,34
941,0,2
942,0,3
943,0,15
944,0,28
945,0,14
946,0,5
947,0,5
948,0,7
949,0,5
950,0,2
951,0,4
952,0,10
953,0,12
954,0,24
955,0,28
956,0,22
957,0,8
958,0,1
959,0,24
960,0,32
961,0,33
962,0,44
963,0,11
964,0,29
965,0,7
966,0,22
967,0,22
968,0,21
969,0,18
970,0,10
971,0,8
972,0,5
973,0,9
974,0,14
975,0,17
976,0,30
977,0,17
978,0,25
979,0,21
980,0,16
981,0,11
982,0,25
983,0,17
984,0,19
985,0,13
986,0,18
987,0,8
988,0,23
989,0,27
990,0,23
991,0,26
992,0,7
993,0,8
994,0,6
995,0,15
996,0,15
997,0,9
998,0,19
999,0,26
1000,0,14
1001,0,9
1002,0,15
1003,0,17
1004,0,19
1005,0,2
1006,0,2
1007,0,7
1008,0,0
1009,0,11
1010,0,11
1011,0,21
1012,0,20
1013,0,36
1014,0,11
1015,0,30
1016,0,27
1017,0,8
1018,0,11
1019,0,4
1020,0,23
1021,0,8
1022,0,14
1023,0,13
1024,9,5428
