access,reuse distance for all0,reuse distance for all1
751,1,30
752,0,23
753,0,28
754,0,48
755,0,31
756,0,31
757,0,54
758,0,11
759,0,13
760,0,30
761,0,58
762,0,42
763,0,61
764,0,32
765,0,34
766,0,56
767,0,38
768,0,70
769,0,21
770,0,14
771,0,65
772,1,35
773,0,28
774,0,14
775,0,14
776,1,42
777,0,25
778,0,16
779,0,21
780,0,20
781,1,38
782,0,57
783,0,74
784,0,27
785,0,22
786,0,23
787,0,43
788,0,46
789,0,32
790,0,56
791,0,17
792,0,23
793,0,10
794,0,31
795,0,28
796,0,36
797,0,22
798,0,27
799,0,21
800,1,25
801,0,31
802,0,28
803,0,41
804,0,49
805,0,19
806,0,27
807,0,20
808,1,35
809,0,39
810,0,62
811,0,31
812,0,8
813,1,23
814,0,46
815,0,31
816,0,19
817,0,64
818,0,10
819,0,40
820,0,19
821,0,47
822,0,43
823,0,38
824,0,18
825,0,31
826,0,28
827,0,30
828,0,17
829,0,40
830,0,25
831,0,17
832,0,46
833,0,26
834,0,14
835,0,10
836,0,28
837,0,10
838,0,51
839,1,26
840,0,21
841,1,33
842,0,8
843,0,21
844,0,41
845,0,25
846,0,20
847,0,14
848,0,21
849,1,33
850,0,25
851,0,42
852,0,10
853,0,24
854,0,20
855,0,15
856,0,23
857,0,22
858,0,27
859,0,9
860,0,5
861,0,32
862,0,20
863,0,16
864,0,22
865,0,8
866,0,6
867,0,4
868,0,11
869,0,45
870,0,5
871,0,8
872,0,16
873,0,14
874,0,26
875,1,23
876,0,7
877,0,8
878,0,19
879,0,18
880,0,11
881,0,12
882,0,10
883,0,29
884,0,3
885,0,12
886,0,6
887,0,9
888,0,20
889,1,16
890,0,11
891,0,14
892,0,9
893,0,12
894,0,14
895,0,24
896,0,17
897,1,25
898,0,20
899,0,6
900,0,22
901,0,4
902,0,6
903,0,11
904,1,15
905,0,41
906,0,11
907,0,7
908,0,36
909,0,23
910,0,10
911,0,32
912,0,11
913,0,23
914,0,19
915,0,25
916,0,6
917,0,18
918,0,14
919,0,13
920,0,12
921,0,24
922,0,11
923,0,8
924,0,11
925,0,16
926,0,29
927,0,54
928,0,18
929,0,16
930,0,40
931,0,36
932,0,11
933,0,7
934,0,9
935,0,6
936,0,28
937,0,12
938,0,6
939,0,7
940,0,11
941,0,16
942,0,6
943,1,19
944,0,11
945,0,32
946,0,9
947,0,29
948,0,11
949,0,12
950,0,30
951,0,10
952,0,22
953,0,15
954,0,15
955,0,32
956,0,6
957,0,20
958,0,5
959,0,8
960,0,5
961,0,9
962,0,18
963,0,7
964,0,2
965,0,13
966,0,11
967,0,8
968,1,17
969,0,20
970,0,6
971,0,12
972,0,4
973,0,24
974,0,13
975,0,16
976,0,10
977,0,4
978,0,5
979,0,13
980,0,7
981,1,5
982,0,27
983,0,10
984,0,6
985,0,6
986,0,5
987,0,7
988,0,14
989,0,17
990,0,7
991,0,15
992,0,30
993,0,6
994,0,4
995,0,8
996,0,6
997,0,6
998,0,27
999,0,3
1000,0,12
1001,0,18
1002,0,1
1003,0,3
1004,0,4
1005,0,17
1006,0,12
1007,0,1
1008,0,7
1009,0,5
1010,0,15
1011,0,4
1012,0,6
1013,0,11
1014,0,5
1015,0,3
1016,0,4
1017,0,7
1018,0,1
1019,0,4
1020,0,11
1021,0,11
1022,0,16
1023,0,2
1024,5,1596
