access,capacity0,capacity1,reuse distance for all0,reuse distance for all1,eviction0,eviction1
213,1,67,108,0,0,0
214,2,69,120,0,0,0
215,0,80,123,0,0,0
216,2,94,120,0,0,0
217,3,80,123,0,0,0
218,2,82,126,0,0,0
219,1,61,117,0,0,0
220,1,45,96,0,0,0
221,1,45,114,0,0,0
222,1,50,111,0,0,0
223,0,43,78,0,101528,0
224,3,30,108,1123,431756,0
225,0,39,78,4604,434490,0
226,1,40,159,5058,357396,0
227,2,41,78,3295,234872,0
228,2,35,99,2021,122319,0
229,0,36,108,1143,66044,0
230,0,26,132,925,46419,0
231,1,17,102,691,37051,0
232,0,18,87,742,33239,0
233,1,17,87,353,30598,0
234,0,16,90,444,24811,0
235,1,15,60,445,20747,0
236,0,14,60,186,19393,0
237,0,20,72,214,19230,0
238,0,15,90,164,16653,0
239,0,12,75,126,15579,0
240,0,13,63,184,13762,0
241,1,10,81,351,14770,0
242,0,13,54,208,15564,0
243,0,17,75,308,13512,0
244,0,13,69,145,13290,0
245,0,7,90,172,13222,0
246,0,3,33,90,11321,0
247,0,8,81,88,10113,0
248,0,12,69,192,10778,0
249,0,10,51,198,10837,0
250,0,9,57,62,8551,0
251,0,9,63,90,10728,0
252,0,3,72,164,9479,0
253,0,1,63,117,10553,0
254,0,3,78,202,9259,0
255,0,7,99,102,8233,0
256,0,7,66,94,6627,0
257,0,6,69,78,8281,0
258,0,4,30,218,7870,0
259,0,6,57,16,6457,0
260,0,4,66,82,9124,0
261,0,3,54,189,8107,0
262,1,1,51,61,6449,0
263,0,4,60,46,7425,0
264,0,3,57,23,6195,0
265,0,2,57,68,5138,0
266,0,3,45,38,6884,0
267,1,10,78,22,5011,0
268,0,9,51,43,5917,0
269,0,5,63,74,5713,0
270,0,2,57,66,5323,0
271,0,0,51,49,5862,0
272,0,2,18,94,6807,0
273,0,4,72,98,6114,0
274,0,6,42,75,4613,0
275,0,4,30,55,4020,0
276,0,1,51,68,4906,0
277,0,3,54,3,4370,0
278,0,2,51,43,4877,0
279,0,8,57,19,4760,0
280,0,5,72,72,5663,0
281,0,4,39,63,5479,0
282,0,6,42,60,5651,0
283,1,3,69,90,4171,0
284,0,5,54,61,4462,0
285,0,4,60,108,3199,0
286,0,2,30,24,3936,0
287,0,2,39,147,4297,0
288,1,4,33,88,3908,0
289,0,5,72,52,3553,0
290,0,4,63,41,3638,0
291,0,6,48,41,3020,0
292,0,0,54,35,3340,0
293,1,5,54,28,2469,0
294,0,3,54,37,3326,0
295,0,3,66,7,3773,0
296,0,5,48,42,4507,0
297,0,5,57,66,2569,0
298,0,8,54,46,2494,0
299,0,1,39,48,2834,0
300,0,3,33,17,2615,0
301,0,1,60,41,3033,0
302,0,3,42,46,2047,0
303,0,5,42,19,1930,0
304,0,2,45,39,2646,0
305,0,5,15,6,3099,0
306,0,1,54,3,2665,0
307,0,1,54,20,2437,0
308,0,1,39,44,2496,0
309,0,3,48,8,2795,0
310,0,4,27,32,3018,0
311,1,2,36,15,3183,0
312,0,4,45,45,4594,0
313,0,1,39,26,3878,0
314,0,4,45,25,2861,0
315,0,1,39,18,3271,0
316,0,1,45,28,2348,0
317,0,2,36,26,2133,0
318,0,3,39,60,2193,0
319,0,3,63,49,2251,0
320,0,0,21,11,3869,0
321,0,0,42,36,2359,0
322,0,2,30,1,2238,0
323,0,3,39,0,2446,0
324,0,0,45,2,2045,0
325,0,1,30,5,2176,0
326,0,1,39,29,1326,0
327,0,3,36,0,1311,0
328,0,2,42,0,1508,0
329,0,2,27,1,1775,0
330,0,0,33,0,1847,0
331,0,0,45,54,1963,0
332,0,0,30,0,817,0
333,0,1,27,27,1386,0
334,0,0,27,0,1193,0
335,0,0,27,2,1727,0
336,0,1,42,26,2272,0
337,0,7,45,0,1058,0
338,0,2,42,0,1245,0
339,0,3,54,0,1224,0
340,0,1,39,56,1232,0
341,0,5,51,55,2308,0
342,0,0,24,53,1639,0
343,0,3,45,28,1812,0
344,0,3,36,0,1031,0
345,0,0,18,29,1031,0
346,0,1,39,53,1526,0
347,0,5,30,0,899,0
348,0,2,30,107,1878,0
349,0,1,36,0,1427,0
350,0,0,42,27,1260,0
351,0,1,27,0,889,0
352,0,4,33,26,1243,0
353,0,1,57,0,1149,0
354,0,3,42,0,1178,0
355,0,2,27,0,940,0
356,0,1,21,77,1090,0
357,0,1,36,28,905,0
358,0,0,75,1,745,0
359,0,3,27,2,853,0
360,0,0,45,27,1274,0
361,0,3,24,2,1177,0
362,0,7,24,0,993,0
363,0,2,45,0,977,0
364,0,4,72,0,703,0
365,0,5,42,0,614,0
366,0,5,42,29,895,0
367,0,4,33,1,500,0
368,0,1,45,1,605,0
369,0,1,33,1,869,0
370,0,2,27,27,550,0
371,0,1,33,0,1611,0
372,0,2,39,0,1243,0
373,0,4,36,0,619,0
374,1,2,39,0,1035,0
375,0,0,39,0,724,0
376,0,0,36,0,672,0
377,0,6,51,0,866,0
378,0,2,12,27,1042,0
379,0,2,27,26,871,0
380,0,4,15,0,977,0
381,0,2,15,26,1266,0
382,0,3,60,0,398,0
383,0,0,33,27,636,0
384,0,1,30,0,490,0
385,0,4,18,81,637,0
386,0,4,24,29,632,0
387,0,3,30,52,1322,0
388,0,1,21,0,465,0
389,0,2,18,0,424,0
390,0,1,21,28,674,0
391,0,3,12,0,310,0
392,0,3,30,0,401,0
393,0,0,36,0,518,0
394,0,1,33,0,444,0
395,0,3,15,0,610,0
396,0,3,24,0,528,0
397,0,0,39,0,517,0
398,0,4,30,0,740,0
399,0,2,18,0,899,0
400,0,1,21,0,605,0
401,0,2,24,0,930,0
402,0,0,27,0,267,0
403,0,2,21,0,417,0
404,0,1,24,0,400,0
405,0,1,18,0,338,0
406,0,4,39,0,319,0
407,0,1,18,0,660,0
408,0,2,30,0,430,0
409,0,0,21,0,740,0
410,0,1,15,0,442,0
411,0,0,42,0,265,0
412,0,0,24,0,378,0
413,0,2,21,0,416,0
414,0,3,45,0,231,0
415,0,0,36,0,178,0
416,0,1,30,0,559,0
417,0,0,24,0,547,0
418,0,1,9,0,329,0
419,0,0,12,0,300,0
420,0,3,9,0,464,0
421,0,1,12,0,193,0
422,0,1,18,0,470,0
423,0,2,30,0,166,0
424,0,3,15,0,181,0
425,0,3,36,0,160,0
426,0,6,12,0,126,0
427,0,6,9,0,183,0
428,0,3,30,0,449,0
429,0,1,27,0,175,0
430,0,0,36,0,317,0
431,0,1,18,0,252,0
432,0,1,15,0,174,0
433,0,1,6,0,180,0
434,0,1,18,0,180,0
435,0,0,24,0,266,0
436,0,2,24,0,405,0
437,0,2,18,0,126,0
438,0,1,24,0,302,0
439,0,1,24,0,188,0
440,0,3,21,0,158,0
441,0,3,24,0,119,0
442,0,3,6,0,156,0
443,0,1,27,0,493,0
444,0,0,21,0,458,0
445,0,2,24,0,200,0
446,0,3,33,0,257,0
447,0,3,9,0,314,0
448,0,2,27,0,147,0
449,0,1,18,0,326,0
450,0,5,9,0,128,0
451,0,1,12,0,196,0
452,0,2,12,0,251,0
453,0,0,21,0,260,0
454,0,1,9,0,152,0
455,0,2,15,0,206,0
456,0,6,24,0,162,0
457,0,4,27,0,113,0
458,0,7,24,0,115,0
459,0,4,12,0,154,0
460,0,3,30,0,139,0
461,0,1,9,0,154,0
462,0,2,6,0,119,0
463,0,4,18,0,149,0
464,0,7,12,0,225,0
465,0,6,30,0,220,0
466,0,1,24,0,147,0
467,0,3,24,0,127,0
468,0,4,24,0,226,0
469,0,7,21,0,204,0
470,0,1,15,0,345,7035
471,0,3,36,0,173,2484
472,0,4,12,0,118,546
473,0,4,18,0,215,462
474,0,4,21,0,440,153
475,0,4,15,0,142,147
476,0,3,15,0,320,132
477,0,3,30,0,165,117
478,0,4,18,0,250,132
479,0,4,12,0,272,147
480,0,4,12,0,422,90
481,0,4,6,0,288,69
482,0,2,21,0,226,93
483,0,3,9,0,402,117
484,0,3,6,0,366,78
485,0,0,9,0,305,81
486,0,1,18,0,344,87
487,0,5,18,0,356,105
488,0,7,24,0,377,81
489,0,6,18,0,301,78
490,0,5,15,0,156,78
491,0,8,12,0,131,93
492,0,3,15,0,108,78
493,0,6,30,0,117,63
494,0,9,15,0,329,84
495,0,5,21,0,149,84
496,0,5,9,0,303,75
497,0,5,6,0,563,87
498,0,7,6,0,113,45
499,0,7,9,0,187,69
500,0,6,12,0,291,69
501,0,5,15,0,104,93
502,0,5,12,0,132,90
503,0,6,18,0,135,78
504,0,6,6,0,142,78
505,0,6,27,0,132,66
506,0,11,15,0,267,57
507,0,8,15,0,295,96
508,0,4,12,0,323,66
509,0,5,6,0,593,72
510,0,4,27,0,140,75
511,0,4,18,0,309,66
512,0,7,12,0,270,78
513,0,5,12,0,413,51
514,0,4,33,0,327,99
515,0,9,12,0,223,63
516,0,6,15,0,309,81
517,0,5,6,0,147,63
518,0,10,15,0,662,81
519,0,6,21,0,242,54
520,0,11,15,0,203,75
521,0,16,3,0,312,57
522,0,12,6,0,339,72
523,0,8,27,0,152,60
524,0,8,9,0,687,63
525,0,4,9,0,279,66
526,0,9,12,0,439,72
527,0,5,21,0,316,78
528,0,10,6,0,245,66
529,0,11,21,0,136,51
530,0,5,12,0,748,63
531,0,10,21,0,332,60
532,0,6,6,0,282,75
533,0,9,21,0,89,45
534,0,8,21,0,236,48
535,0,7,9,0,119,54
536,0,6,18,0,350,51
537,0,13,24,0,282,57
538,0,7,9,0,105,66
539,0,6,15,0,125,48
540,0,5,6,0,335,63
541,0,7,12,0,165,33
542,0,10,9,0,209,57
543,0,9,15,0,357,54
544,0,12,3,0,200,54
545,0,7,9,0,269,75
546,0,5,9,0,132,45
547,0,12,12,0,348,75
548,0,9,12,0,222,42
549,0,5,24,0,86,39
550,0,8,18,0,55,45
551,0,12,21,0,269,75
552,0,10,9,0,246,60
553,0,10,24,0,60,33
554,0,9,15,0,68,51
555,0,7,0,0,367,39
556,0,4,15,0,108,54
557,0,6,15,0,139,33
558,0,4,18,0,130,36
559,0,6,9,0,98,42
560,0,12,6,0,175,27
561,0,11,3,0,136,60
562,0,4,9,0,49,30
563,0,8,15,0,235,39
564,0,5,12,0,136,30
565,0,10,9,0,321,21
566,0,5,15,0,91,51
567,0,6,6,0,244,30
568,0,4,9,0,226,39
569,0,4,0,0,419,30
570,0,3,6,0,263,36
571,0,2,18,0,99,24
572,0,4,12,0,58,39
573,0,3,15,0,186,36
574,0,0,42,0,123,33
575,0,2,9,0,102,24
576,0,4,9,0,65,36
577,0,3,9,0,59,42
578,0,3,6,0,92,39
579,0,1,12,0,68,33
580,0,2,9,0,76,30
581,0,3,12,0,282,33
582,0,0,6,0,573,30
583,0,5,9,0,265,27
584,0,0,15,0,226,24
585,0,5,6,0,121,12
586,0,0,27,0,73,48
587,0,1,12,0,169,30
588,0,1,3,0,105,30
589,0,1,27,0,179,18
590,0,0,27,0,380,36
591,0,2,3,0,115,21
592,0,1,12,0,172,33
593,0,5,15,0,102,24
594,0,2,15,0,340,30
595,0,1,9,0,95,12
596,0,1,6,0,225,21
597,0,2,15,0,108,18
598,0,2,3,0,428,18
599,0,1,3,0,125,24
600,0,3,24,0,123,21
601,0,0,3,0,356,12
602,0,3,6,0,219,21
603,0,0,9,0,183,9
604,0,1,12,0,61,12
605,0,0,9,0,61,9
606,0,2,18,0,193,24
607,0,1,6,0,241,18
608,0,3,6,0,332,12
609,0,2,12,0,32,6
610,0,0,9,0,125,12
611,0,0,0,0,129,6
612,0,2,15,0,258,3
613,0,1,6,0,186,3
614,0,3,6,0,226,9
615,0,3,12,0,59,12
616,0,1,6,0,195,12
617,0,2,12,0,222,18
618,0,0,6,0,38,3
619,0,1,15,0,216,12
620,0,0,12,0,54,3
621,0,0,0,0,38,15
622,0,1,3,0,35,12
623,0,4,3,0,276,15
624,0,2,3,0,302,15
625,0,1,9,0,104,6
626,0,0,15,0,53,6
627,0,1,9,0,44,9
628,0,0,12,0,337,12
629,0,0,21,0,57,24
630,0,0,24,0,79,6
631,0,1,6,0,175,9
632,0,3,3,0,72,9
633,0,1,0,0,167,0
634,0,2,3,0,239,9
635,0,1,3,0,51,12
636,0,1,3,0,68,6
637,0,0,12,0,185,12
638,0,0,6,0,71,9
639,0,0,3,0,51,0
640,0,0,9,0,42,9
641,0,0,6,0,44,6
642,0,0,9,0,50,12
643,0,2,12,0,56,0
644,0,0,9,0,87,6
645,0,2,12,0,314,9
646,0,0,9,0,140,6
647,0,2,6,0,168,9
648,0,1,6,0,112,6
649,0,0,15,0,41,0
650,0,0,6,0,90,6
651,0,1,6,0,153,3
652,0,0,6,0,45,6
653,0,0,12,0,74,3
654,0,1,9,0,294,6
655,0,2,3,0,68,6
656,0,0,9,0,95,0
657,0,0,12,0,70,9
658,0,0,12,0,89,0
659,0,0,3,0,271,6
660,0,0,0,0,172,0
661,0,0,9,0,55,3
662,0,1,15,0,44,0
663,0,0,0,0,31,9
664,0,0,3,0,38,0
665,1,1,12,0,43,3
666,0,1,6,0,51,0
667,0,0,6,0,37,3
668,0,0,6,0,35,3
669,0,0,12,0,137,0
670,0,0,3,0,101,3
671,0,1,0,0,236,0
672,0,0,6,0,76,3
673,0,0,3,0,42,0
674,0,2,6,0,23,3
675,0,0,9,0,29,0
676,0,1,0,0,30,3
677,0,0,3,0,39,0
678,0,0,3,0,30,3
679,0,1,3,0,60,3
680,0,0,0,0,55,3
681,0,1,3,0,247,6
682,0,0,12,0,54,6
683,0,1,6,0,92,0
684,0,0,9,0,55,0
685,0,0,6,0,40,3
686,0,0,12,0,194,3
687,0,0,3,0,41,6
688,0,0,6,0,42,0
689,0,0,3,0,59,3
690,0,1,9,0,47,0
691,0,0,9,0,155,6
692,0,0,0,0,122,0
693,0,0,6,0,172,3
694,0,0,6,0,115,3
695,0,0,15,0,113,6
696,2,3,3,0,108,3
697,0,0,6,0,55,3
698,0,0,3,0,310,6
699,0,0,6,0,55,0
700,0,0,12,0,160,3
701,0,0,6,0,114,0
702,0,0,6,0,57,0
703,0,0,3,0,42,3
704,0,0,3,0,66,0
705,0,0,6,0,48,3
706,0,0,3,0,66,0
707,0,0,3,0,114,3
708,0,0,3,0,67,3
709,0,0,0,0,159,3
710,0,1,6,0,163,0
711,0,0,3,0,248,3
712,0,0,3,0,35,0
713,0,1,6,0,132,0
714,0,0,3,0,43,0
715,0,2,0,0,35,0
716,0,0,6,0,57,0
717,0,1,9,0,41,3
718,0,2,6,0,37,0
719,0,0,0,0,184,3
720,0,0,0,0,57,0
721,0,0,0,0,33,0
722,0,0,0,0,35,0
723,0,0,0,0,39,0
724,0,0,6,0,33,0
725,0,0,3,0,40,0
726,0,0,9,0,36,0
727,0,0,3,0,40,0
728,0,1,9,0,59,0
729,0,0,3,0,48,0
730,0,0,3,0,56,0
731,0,0,6,0,55,0
732,0,0,0,0,27,0
733,0,1,3,0,24,0
734,0,1,0,0,41,0
735,0,0,3,0,81,0
736,0,0,3,0,89,0
737,0,0,3,0,84,0
738,0,0,6,0,90,0
739,0,0,6,0,48,0
740,0,1,6,0,62,0
741,0,0,3,0,68,0
742,0,0,0,0,24,3
743,0,0,3,0,61,3
744,0,0,6,0,175,0
745,0,0,3,0,26,0
746,0,0,3,0,264,0
747,0,0,3,0,147,0
748,0,0,0,0,65,0
749,0,0,0,0,65,0
750,0,0,0,0,110,0
751,0,3,3,0,41,0
752,0,1,3,0,558,0
753,0,0,0,0,204,0
754,0,1,15,0,116,0
755,0,0,0,0,49,0
756,0,0,3,0,72,0
757,0,0,0,0,23,0
758,0,0,0,0,519,0
759,0,1,9,0,81,0
760,0,1,6,0,129,0
761,0,0,6,0,71,0
762,0,0,6,0,14,0
763,0,1,12,0,75,0
764,0,0,3,0,116,0
765,0,0,0,0,17,0
766,0,0,6,0,16,0
767,0,0,3,0,61,0
768,0,0,0,0,24,0
769,0,0,0,0,50,0
770,0,1,6,0,66,0
771,0,0,3,0,15,0
772,0,2,9,0,17,0
773,0,1,6,0,18,0
774,0,0,3,0,27,0
775,0,1,6,0,11,0
776,0,0,6,0,31,0
777,0,0,3,0,22,0
778,0,0,0,0,29,0
779,0,0,3,0,44,0
780,0,0,9,0,25,0
781,0,0,6,0,22,0
782,0,0,0,0,156,3
783,0,0,6,0,40,0
784,0,1,9,0,12,0
785,0,1,9,0,86,0
786,0,0,3,0,19,0
787,0,0,6,0,7,0
788,0,0,12,0,25,0
789,0,1,3,0,17,0
790,0,0,0,0,42,3
791,0,1,0,0,15,0
792,0,0,0,0,113,0
793,0,1,12,0,18,0
794,0,0,0,0,10,0
795,0,1,0,0,28,0
796,0,0,3,0,59,0
797,0,0,0,0,23,0
798,0,0,6,0,68,0
799,0,0,3,0,75,0
800,0,0,9,0,12,3
801,0,0,6,0,5,0
802,0,1,6,0,14,0
803,0,1,0,0,20,0
804,0,0,3,0,5,0
805,0,0,0,0,15,0
806,0,0,3,0,16,0
807,0,0,6,0,4,0
808,0,1,9,0,16,0
809,0,0,3,0,12,0
810,0,0,0,0,12,0
811,0,0,6,0,21,0
812,0,1,3,0,43,0
813,0,1,6,0,13,0
814,0,0,0,0,26,0
815,0,1,6,0,44,0
816,0,0,21,0,12,0
817,0,0,0,0,19,0
818,0,1,0,0,26,0
819,0,1,0,0,12,0
820,0,0,6,0,18,0
821,0,2,6,0,84,0
822,0,0,3,0,24,0
823,0,0,0,0,19,0
824,0,0,0,0,23,0
825,0,0,6,0,4,0
826,0,1,6,0,108,0
827,0,0,0,0,58,0
828,0,3,3,0,11,0
829,0,1,0,0,20,0
830,0,1,0,0,6,0
831,0,1,6,0,11,0
832,0,1,0,0,20,0
833,0,0,3,0,6,0
834,0,1,3,0,14,0
835,0,0,3,0,14,0
836,0,0,3,0,55,0
837,0,0,0,0,43,0
838,0,0,0,0,19,0
839,0,0,6,0,21,0
840,0,0,6,0,87,0
841,0,1,0,0,75,0
842,0,1,6,0,13,0
843,0,0,6,0,9,0
844,0,0,3,0,43,0
845,0,2,0,0,32,0
846,0,0,0,0,16,0
847,0,0,6,0,21,0
848,0,1,3,0,10,0
849,0,0,3,0,21,0
850,0,1,3,0,13,0
851,0,0,0,0,15,0
852,0,1,9,0,93,0
853,0,1,9,0,26,0
854,0,0,6,0,62,0
855,0,1,3,0,11,0
856,0,1,3,0,39,0
857,0,0,0,0,13,3
858,0,0,3,0,13,0
859,0,1,0,0,19,3
860,0,0,9,0,58,0
861,0,0,6,0,24,3
862,0,0,3,0,109,0
863,0,0,0,0,28,0
864,0,1,3,0,40,0
865,0,1,9,0,11,0
866,0,0,3,0,23,0
867,0,0,0,0,16,456
868,0,0,3,0,6,3303
869,0,1,3,0,14,246
870,0,0,6,0,101,60
871,0,1,0,0,9,42
872,0,0,3,0,29,27
873,0,0,3,0,16,24
874,0,0,3,0,12,9
875,0,0,12,0,31,15
876,0,0,3,0,8,6
877,0,0,6,0,8,21
878,0,0,0,0,41,18
879,0,0,6,0,10,9
880,0,0,3,0,9,9
881,0,0,0,0,14,3
882,0,0,3,0,12,18
883,0,0,0,0,11,0
884,0,0,0,0,29,9
885,0,0,0,0,18,3
886,0,0,0,0,19,6
887,0,0,0,0,30,3
888,0,0,0,0,10,15
889,0,0,3,0,10,3
890,0,0,0,0,159,0
891,0,0,6,0,10,6
892,0,0,6,0,21,6
893,0,2,0,0,24,9
894,0,0,0,0,9,6
895,0,0,3,0,14,0
896,0,0,9,0,20,0
897,0,0,0,0,14,0
898,0,0,0,0,151,3
899,0,0,3,0,62,0
900,0,0,3,0,27,0
901,0,0,0,0,7,0
902,0,0,6,0,27,0
903,0,0,0,0,18,0
904,0,0,3,0,21,0
905,0,0,3,0,34,0
906,0,0,0,0,22,0
907,0,1,0,0,4,0
908,0,1,0,0,31,0
909,0,0,0,0,15,0
910,0,0,3,0,17,0
911,0,0,9,0,13,0
912,0,0,0,0,126,0
913,0,0,6,0,5,0
914,0,0,0,0,49,0
915,0,0,3,0,6,0
916,0,0,3,0,9,0
917,0,0,3,0,112,0
918,0,0,3,0,108,0
919,0,0,0,0,29,0
920,0,0,0,0,178,0
921,0,0,6,0,6,0
922,0,0,6,0,4,0
923,0,0,3,0,10,0
924,0,1,0,0,65,0
925,0,0,0,0,33,0
926,0,0,3,0,5,0
927,0,0,3,0,6,0
928,0,0,6,0,5,0
929,0,0,0,0,2,0
930,0,0,3,0,20,0
931,0,0,0,0,10,0
932,0,0,0,0,7,0
933,0,0,6,0,6,0
934,0,1,3,0,6,0
935,0,0,0,0,8,0
936,0,0,6,0,9,0
937,0,0,0,0,6,0
938,0,0,3,0,16,0
939,0,0,0,0,14,0
940,0,0,3,0,4,0
941,0,0,3,0,23,0
942,0,0,0,0,9,0
943,0,0,0,0,1,0
944,0,0,0,0,11,0
945,0,0,0,0,3,0
946,0,0,0,0,4,0
947,0,0,0,0,32,0
948,0,0,3,0,28,0
949,0,0,6,0,9,0
950,0,0,0,0,19,0
951,0,1,3,0,20,0
952,0,0,0,0,32,0
953,0,0,3,0,96,0
954,0,0,0,0,85,0
955,0,0,0,0,10,0
956,0,0,6,0,3,0
957,0,0,0,0,2,0
958,0,0,0,0,14,0
959,0,1,3,0,6,0
960,0,0,0,0,0,0
961,0,0,0,0,6,0
962,0,0,0,0,6,0
963,0,0,3,0,1,0
964,0,0,3,0,3,0
965,0,0,0,0,3,0
966,0,0,0,0,6,0
967,0,0,0,0,3,0
968,0,0,0,0,2,0
969,0,0,0,0,14,0
970,0,0,3,0,110,0
971,0,0,0,0,7,0
972,0,0,6,0,26,0
973,0,0,0,0,5,0
974,0,0,3,0,7,0
975,0,0,0,0,3,0
976,0,0,0,0,5,0
977,0,0,3,0,88,0
978,0,1,12,0,32,0
979,0,0,3,0,22,0
980,0,0,3,0,17,0
981,0,0,6,0,2,0
982,0,0,0,0,11,0
983,0,0,0,0,51,0
