access,capacity0,capacity1,reuse distance for all0,reuse distance for all1,eviction0,eviction1
526,0,0,12,0,106,12
527,0,0,6,0,75,15
528,0,1,3,0,80,18
529,0,0,6,0,82,9
530,0,0,15,0,61,21
531,0,0,18,0,91,12
532,0,0,3,0,68,15
533,0,1,6,0,101,15
534,0,0,0,0,109,15
535,0,0,3,0,60,12
536,0,0,6,0,78,6
537,0,0,9,0,100,18
538,0,0,3,0,127,6
539,0,0,6,0,108,18
540,0,0,18,0,158,6
541,0,0,9,0,149,12
542,0,0,12,0,143,18
543,0,1,6,0,107,9
544,0,0,3,0,97,6
545,0,0,6,0,61,21
546,0,0,9,0,97,3
547,0,0,6,0,105,15
548,0,0,9,0,115,15
549,0,1,3,0,122,6
550,0,0,6,0,88,6
551,0,0,15,0,89,15
552,0,0,6,0,62,12
553,0,0,12,0,98,12
554,0,0,18,0,69,9
555,0,0,6,0,105,12
556,0,1,9,0,64,12
557,0,0,6,0,106,24
558,0,0,15,0,117,15
559,0,0,9,0,107,6
560,0,0,0,0,69,9
561,0,1,6,0,76,0
562,0,1,3,0,99,9
563,0,2,6,0,132,9
564,0,2,0,0,135,9
565,0,6,6,0,142,9
566,0,0,0,0,151,6
567,0,2,0,0,103,9
568,0,1,0,0,93,9
569,0,3,9,0,61,9
570,0,2,3,0,117,9
571,0,0,3,0,108,9
572,0,1,0,0,123,12
573,0,1,3,0,78,6
574,0,1,3,0,63,15
575,0,2,0,0,110,12
576,0,0,6,0,98,15
577,0,0,3,0,78,9
578,0,0,3,0,161,9
579,0,0,3,0,87,21
580,0,1,6,0,116,21
581,0,0,3,0,65,9
582,0,0,3,0,90,15
583,0,0,0,0,83,6
584,0,0,0,0,131,3
585,0,0,0,0,106,3
586,0,0,6,0,99,9
587,0,0,0,0,79,12
588,0,0,3,0,59,12
589,0,0,9,0,67,12
590,0,0,0,0,70,6
591,0,0,3,0,75,12
592,0,0,3,0,83,6
593,0,0,3,0,72,12
594,0,0,6,0,94,9
595,0,0,3,0,109,6
596,0,0,3,0,70,12
597,0,0,0,0,43,6
598,0,0,6,0,51,9
599,0,0,3,0,62,0
600,0,2,3,0,48,12
601,0,0,3,0,48,6
602,0,0,9,0,58,15
603,0,0,0,0,70,3
604,0,0,12,0,46,6
605,0,1,0,0,88,12
606,0,0,0,0,57,0
607,0,0,3,0,65,18
608,0,0,18,0,68,6
609,0,0,9,0,50,15
610,0,0,3,0,44,0
611,0,1,12,0,82,12
612,0,0,3,0,80,3
613,0,1,6,0,46,9
614,0,1,6,0,25,3
615,0,0,0,0,58,12
616,0,0,0,0,70,3
617,0,0,6,0,28,12
618,0,0,3,0,35,9
619,0,0,3,0,44,3
620,0,0,3,0,74,9
621,0,0,3,0,67,12
622,0,0,0,0,99,0
623,0,0,0,0,47,0
624,0,0,3,0,48,9
625,0,0,6,0,42,0
626,0,0,3,0,101,12
627,0,0,3,0,58,3
628,0,0,6,0,54,12
629,0,0,3,0,66,0
630,0,0,3,0,75,6
631,0,0,6,0,45,12
632,0,0,0,0,35,9
633,0,0,6,0,60,9
634,0,0,0,0,65,6
635,0,2,3,0,89,9
636,0,0,0,0,50,12
637,0,0,6,0,60,18
638,0,0,0,0,21,6
639,0,0,3,0,19,6
640,0,0,0,0,49,18
641,0,0,0,0,76,3
642,0,0,0,0,74,9
643,0,0,0,0,55,6
644,0,0,6,0,80,6
645,0,0,3,0,59,3
646,0,0,3,0,37,3
647,0,0,3,0,74,0
648,0,0,0,0,55,12
649,0,0,6,0,17,6
650,0,0,0,0,54,0
651,0,0,0,0,57,0
652,0,0,0,0,79,3
653,0,0,6,0,79,0
654,0,0,3,0,67,9
655,0,0,3,0,45,0
656,0,0,0,0,35,6
657,0,0,3,0,47,3
658,0,0,0,0,25,0
659,0,0,6,0,38,9
660,0,0,6,0,63,3
661,0,0,0,0,43,3
662,0,1,3,0,60,9
663,0,1,0,0,84,6
664,0,0,9,0,74,3
665,0,0,0,0,40,0
666,0,0,3,0,37,3
667,0,0,3,0,16,6
668,0,0,0,0,11,6
669,0,0,6,0,35,0
670,0,0,3,0,38,9
671,0,0,3,0,52,3
672,0,0,0,0,61,12
673,0,0,3,0,42,3
674,0,0,3,0,34,0
675,0,1,0,0,11,6
676,0,0,0,0,35,3
677,0,0,3,0,40,0
678,0,0,0,0,35,6
679,0,0,0,0,19,6
680,0,0,0,0,47,12
681,0,0,0,0,65,3
682,0,0,0,0,53,12
683,0,0,0,0,79,3
684,0,0,3,0,28,3
685,0,0,0,0,10,0
686,0,0,0,0,35,9
687,0,0,0,0,41,3
688,0,0,0,0,63,9
689,0,0,3,0,61,6
690,0,0,0,0,61,0
691,0,0,6,0,45,3
692,0,0,0,0,104,3
693,0,0,0,0,35,3
694,0,0,3,0,65,0
695,0,0,6,0,43,0
696,0,0,0,0,35,0
697,0,0,0,0,37,6
698,0,1,3,0,57,0
699,0,0,3,0,45,3
700,0,0,0,0,56,3
701,0,0,3,0,36,3
702,0,0,0,0,33,3
703,0,0,0,0,30,3
704,0,0,0,0,22,3
705,0,0,3,0,30,0
706,0,1,0,0,52,9
707,0,0,0,0,74,3
708,0,0,3,0,36,3
709,0,0,0,0,20,9
