access,capacity0,capacity1,reuse distance for all0,reuse distance for all1,eviction0,eviction1
1,2760,622617,0,156,8860,0
2,489,32900,0,100,398,0
3,111,3359,0,18,21,0
4,44,3267,0,3,4,0
5,17,866,0,2,2,0
6,16,387,0,1,1,0
7,10,521,0,1,1,0
8,7,340,0,0,0,0
9,9,291,0,0,0,0
10,7,246,0,0,0,0
11,5,196,0,0,0,0
12,4,183,0,0,0,0
13,7,156,0,0,0,0
14,6,154,0,1,1,0
15,5,147,0,1,1,0
16,7,154,0,1,1,0
17,7,294,0,0,0,0
18,26,470,0,1,1,0
19,54,721,0,1,1,0
20,76,962,0,1,2,0
21,99,994,0,0,0,0
22,102,889,0,0,0,0
23,84,761,0,0,0,0
24,81,500,0,2,2,0
25,57,337,0,0,0,0
26,25,247,0,1,1,0
27,14,220,0,0,0,0
28,16,153,0,0,0,0
29,12,167,0,0,0,0
30,12,136,0,0,0,0
31,7,157,0,0,0,0
32,10,168,0,0,0,0
33,4,172,0,0,0,0
34,4,180,0,0,0,0
35,2,208,0,0,0,0
36,7,179,0,0,0,0
37,10,161,0,0,0,0
38,4,157,0,0,0,0
39,5,121,0,0,0,0
40,6,108,0,1,1,0
41,11,92,0,0,0,0
42,8,63,0,0,0,0
43,9,65,0,0,0,0
44,8,66,0,1,1,0
45,10,54,0,0,0,0
46,8,49,0,0,0,0
47,4,46,0,0,0,0
48,8,52,0,0,0,0
49,6,27,42,0,0,0
50,4,43,93,0,0,0
51,0,26,60,0,0,0
52,2,29,96,0,0,0
53,5,42,63,0,0,0
54,2,29,102,0,0,0
55,6,27,66,0,0,0
56,2,47,72,0,0,0
57,2,23,78,0,0,0
58,2,21,54,0,0,0
59,3,43,42,0,0,0
60,4,24,63,0,0,0
61,3,25,60,0,0,0
62,3,25,57,0,0,0
63,3,20,48,0,0,0
64,5,27,66,0,0,0
65,3,18,75,0,0,0
66,1,17,54,0,0,0
67,6,23,45,0,0,0
68,4,18,42,0,0,0
69,6,12,42,0,0,0
70,3,22,57,0,0,0
71,3,29,57,0,0,0
72,3,18,36,0,0,0
73,1,13,51,0,0,0
74,2,23,36,0,0,0
75,2,20,42,0,0,0
76,1,14,24,0,0,0
77,2,25,45,0,0,0
78,3,12,63,0,0,0
79,1,13,69,0,0,0
80,1,18,54,0,0,0
81,3,15,93,0,0,0
82,1,9,78,0,0,0
83,1,18,63,0,0,0
84,0,9,81,0,0,0
85,2,11,60,0,0,0
86,3,17,72,0,0,0
87,0,9,69,0,0,0
88,3,14,75,0,0,0
89,1,15,90,0,0,0
90,1,5,75,0,0,0
91,1,4,66,0,0,0
92,1,11,69,0,0,0
93,0,6,60,0,0,0
94,5,15,45,0,0,0
95,0,12,60,0,0,0
96,1,10,63,0,0,0
97,2,10,30,0,0,0
98,1,10,24,0,0,0
99,1,4,54,0,0,0
100,2,6,51,0,0,0
101,0,6,33,0,0,0
102,2,11,48,0,0,0
103,3,15,39,0,0,0
104,2,16,54,0,0,0
105,2,7,54,0,0,0
106,0,5,18,0,0,0
107,1,4,45,0,0,0
108,1,4,39,0,0,0
109,1,5,30,0,0,0
110,0,5,18,0,0,0
111,1,9,57,0,0,0
112,1,5,27,0,0,0
113,1,8,27,0,0,0
114,1,7,36,0,45,0
115,1,6,24,0,192,0
116,1,4,9,2,629,0
117,0,6,24,20,1323,0
118,1,4,24,98,2547,0
119,0,3,33,201,4445,0
120,1,4,18,361,6068,0
121,0,2,15,644,7155,0
122,1,8,27,993,8555,0
123,1,3,30,1250,8962,0
124,0,3,30,1152,7994,0
125,0,5,18,1211,6774,0
126,2,6,12,1006,5590,0
127,0,4,36,662,4303,0
128,0,4,15,476,3262,0
129,2,7,15,356,2702,0
130,0,4,21,276,2116,0
131,1,2,18,250,2123,0
132,2,7,15,193,1915,0
133,0,2,15,212,1961,0
134,0,2,39,231,2118,0
135,2,7,12,214,1991,0
136,0,4,15,200,1910,0
137,1,5,24,124,1633,0
138,1,3,33,132,1623,0
139,0,6,24,123,1682,0
140,1,7,21,143,1492,0
141,0,5,30,100,1361,0
142,1,2,9,104,1418,0
143,0,2,18,91,1294,0
144,0,2,9,133,1230,0
145,0,1,12,164,1344,0
146,1,5,21,107,1155,0
147,1,4,9,154,1313,0
148,1,2,12,118,1129,0
149,1,6,3,150,1185,0
150,0,6,6,78,1120,0
151,2,4,15,95,991,0
152,0,1,9,76,918,0
153,2,3,3,82,1084,0
154,0,3,15,63,946,0
155,0,5,9,81,990,0
156,0,1,6,80,1051,0
157,0,2,3,86,1047,0
158,2,3,21,91,935,0
159,1,4,12,50,751,0
160,0,4,9,45,718,0
161,1,1,6,19,717,0
162,0,2,12,60,722,0
163,0,2,9,95,731,0
164,0,1,9,98,779,0
165,0,2,0,92,831,0
166,0,3,15,53,619,0
167,0,2,0,53,810,0
168,0,1,6,33,675,0
169,2,2,15,70,651,0
170,0,2,3,57,719,0
171,0,1,9,48,634,0
172,0,1,6,76,794,0
173,0,3,12,74,749,0
174,1,4,9,54,861,0
175,1,2,12,71,865,0
176,0,2,12,73,778,0
177,0,0,6,56,732,0
178,0,1,15,43,635,0
179,0,0,6,81,764,0
180,1,2,0,51,782,0
181,0,0,9,71,576,0
182,0,1,9,44,653,0
183,0,2,6,64,641,0
184,0,1,15,27,523,0
185,0,0,15,52,618,0
186,0,1,9,25,627,0
187,0,2,21,69,618,0
188,1,1,9,82,668,0
189,0,2,3,42,601,0
190,0,1,9,53,585,0
191,0,1,9,50,485,0
192,0,1,18,31,408,0
193,1,2,9,61,529,0
194,1,2,6,39,543,0
195,1,3,3,17,463,0
196,1,3,9,58,542,0
197,0,2,6,19,536,0
198,0,0,12,47,460,0
199,0,1,9,59,537,0
200,2,3,3,60,521,0
201,0,1,3,48,486,0
202,0,1,3,39,397,0
203,0,3,15,21,370,0
204,1,1,9,15,481,0
205,0,1,6,62,542,0
206,0,0,12,36,558,0
207,0,1,12,20,574,0
208,0,2,12,17,511,0
209,1,4,12,46,503,0
210,0,6,18,14,540,0
211,0,2,15,37,548,0
212,0,3,9,72,579,0
213,1,4,6,53,580,0
214,1,3,9,30,471,0
215,0,2,3,38,568,0
216,0,2,3,18,446,0
217,0,2,3,52,506,0
218,0,5,9,41,518,0
219,0,0,9,14,537,0
220,0,0,9,60,542,0
221,0,1,0,35,412,0
222,0,0,9,34,377,0
223,0,1,3,31,375,0
224,0,2,3,49,411,0
225,0,3,9,27,508,0
226,0,1,12,30,425,0
227,0,0,3,46,504,0
228,0,1,3,50,635,0
229,0,2,9,45,507,0
230,0,0,0,38,409,0
231,0,1,3,52,471,0
232,0,2,3,23,388,0
233,0,0,12,39,356,0
234,1,2,9,29,308,0
235,0,2,6,47,308,0
236,0,0,0,19,386,0
237,0,3,9,46,377,0
238,0,4,15,54,370,0
239,0,0,12,59,474,0
240,0,4,9,38,428,0
241,0,2,6,51,352,0
242,0,1,6,40,383,0
243,0,5,3,54,396,0
244,0,5,3,45,499,0
245,1,4,3,30,399,0
246,1,4,6,21,316,0
247,1,4,6,19,275,0
248,0,1,0,64,283,0
249,0,2,6,46,364,0
250,0,1,12,22,286,0
251,0,1,3,28,284,0
252,1,1,12,27,329,0
253,0,2,0,77,377,0
254,0,1,0,105,369,0
