access,capacity0,capacity1,reuse distance for all0,reuse distance for all1,eviction0,eviction1
1,1293,561509,4758,254,8747,0
2,90,31230,3507,104,396,0
3,13,3232,2445,17,20,0
4,7,3075,2370,3,4,0
5,2,1062,2907,1,1,0
6,0,362,2400,3,3,0
7,2,482,2268,0,0,0
8,2,309,2061,0,0,0
9,0,292,1578,0,0,0
10,2,234,2163,0,0,0
11,1,208,1908,0,0,0
12,0,192,1452,0,0,0
13,0,148,1620,0,0,0
14,0,144,1602,1,1,0
15,0,125,1221,1,1,0
16,1,110,1047,1,1,0
17,0,144,1173,1,1,0
18,0,230,1041,0,0,0
19,0,366,969,2,3,0
20,1,548,732,0,0,0
21,2,737,933,0,0,0
22,3,740,828,1,1,0
23,6,702,696,1,1,0
24,9,629,597,0,0,0
25,15,581,615,0,0,0
26,10,409,615,1,1,0
27,7,297,477,0,0,0
28,12,247,378,0,0,0
29,14,251,264,0,0,0
30,4,226,219,0,0,0
31,1,216,252,0,0,0
32,1,151,228,0,0,0
33,1,106,138,0,0,0
34,0,110,153,0,0,0
35,2,78,168,0,0,0
36,1,83,126,0,0,0
37,0,72,156,0,0,0
38,0,97,1473,0,0,0
39,0,136,342,1,1,0
40,0,143,318,0,0,0
41,0,173,207,0,0,0
42,0,160,144,0,0,0
43,0,123,174,1,1,0
44,0,76,159,0,0,0
45,0,82,264,0,0,0
46,0,63,222,0,0,0
47,0,60,171,0,0,0
48,0,58,159,0,0,0
49,0,51,2304,0,0,0
50,0,52,486,0,0,0
51,0,51,450,0,0,0
52,0,41,315,0,0,0
53,0,30,324,0,0,0
54,0,45,276,0,0,0
55,0,37,213,0,0,0
56,0,20,207,0,0,0
57,0,32,195,0,0,0
58,0,20,219,0,0,0
59,0,38,198,0,0,0
60,0,26,177,0,0,0
61,0,31,198,0,0,0
62,0,25,123,0,0,0
63,0,36,93,0,0,0
64,0,20,117,0,0,0
65,0,16,81,0,0,0
66,0,18,105,0,0,0
67,0,14,144,0,0,0
68,0,13,108,0,0,0
69,0,17,108,0,0,0
70,0,23,78,0,0,0
71,0,27,81,0,0,0
72,0,27,60,0,0,0
73,0,13,54,0,0,0
74,0,17,51,0,0,0
75,0,21,45,0,0,0
76,0,16,45,0,0,0
77,0,16,48,0,0,0
78,0,19,54,0,0,0
79,0,15,30,0,0,0
80,0,21,36,0,0,0
81,0,15,42,0,0,0
82,0,14,33,0,0,0
83,0,15,27,0,0,0
84,0,13,30,0,0,0
85,0,15,57,0,0,0
86,0,10,21,0,0,0
87,0,20,39,0,0,0
88,0,8,12,0,0,0
89,0,17,12,0,0,0
90,0,11,15,0,0,0
91,0,8,9,0,0,0
92,0,10,18,0,0,0
93,0,13,12,0,0,0
94,0,5,6,0,0,0
95,0,8,9,0,0,0
96,0,11,15,0,0,0
97,0,9,12,0,0,0
98,0,12,12,0,0,0
99,0,7,6,0,0,0
100,0,8,3,0,0,0
101,0,3,6,0,0,0
102,0,5,3,0,0,0
103,0,7,9,0,0,0
104,0,14,3,0,0,0
105,0,10,0,0,0,0
106,0,9,3,0,0,0
107,0,3,3,0,0,0
108,0,7,6,0,0,0
109,0,6,0,0,0,0
110,0,3,3,0,0,0
111,0,1,6,0,0,0
112,0,8,0,0,0,0
113,0,2,3,0,54,0
114,0,4,0,0,381,0
115,0,7,3,0,819,0
116,0,4,0,11,1826,0
117,0,5,0,118,3685,0
118,0,3,6,408,5651,0
119,0,3,0,1008,7511,0
120,0,5,6,1568,8707,0
121,0,8,3,2404,9728,0
122,0,0,0,3207,10312,0
123,0,5,0,3757,9957,0
124,0,1,0,3177,7851,0
125,0,5,0,2717,6568,0
126,0,3,0,1894,5249,0
127,0,3,0,1186,4029,0
128,0,6,0,971,3245,0
129,0,6,0,683,2562,0
130,0,5,0,656,2393,0
131,0,5,0,538,2234,0
132,0,4,0,593,2428,0
133,0,4,0,552,2229,0
