access,reuse distance for all0,reuse distance for all1
258,0,368
259,1,330
260,1,317
261,1,328
262,0,243
263,0,230
264,0,244
265,0,266
266,1,320
267,0,289
268,1,272
269,0,256
270,0,272
271,1,288
272,1,212
273,0,207
274,0,235
275,0,224
276,1,258
277,0,263
278,0,229
279,0,300
280,2,304
281,1,221
282,0,264
283,0,222
284,1,316
285,0,250
286,0,225
287,0,214
288,0,225
289,0,262
290,0,301
291,2,238
292,2,292
293,2,173
294,0,199
295,0,235
296,1,306
297,0,296
298,0,214
299,0,318
300,0,236
301,1,305
302,0,260
303,1,261
304,0,264
305,3,276
306,0,261
307,1,330
308,0,285
309,1,267
310,0,272
311,0,282
312,0,180
313,0,278
314,0,199
315,2,231
316,0,207
317,0,198
318,0,247
319,0,242
320,0,210
321,0,328
322,0,253
323,0,230
324,0,175
325,1,240
326,0,255
327,0,231
328,0,252
329,0,179
330,0,185
331,0,237
332,2,278
333,1,193
334,0,180
335,0,152
336,0,211
337,0,235
338,0,238
339,2,165
340,1,201
341,1,233
342,0,217
343,0,189
344,2,223
345,0,243
346,0,170
347,1,175
348,1,204
349,0,157
350,0,136
351,1,160
352,1,245
353,0,150
354,1,150
355,0,117
356,0,180
357,0,266
358,0,251
359,0,139
360,0,130
361,0,204
362,1,232
363,0,289
364,0,267
365,1,165
366,1,207
367,0,219
368,0,193
369,0,191
370,0,194
371,0,178
372,1,203
373,1,135
374,0,234
375,0,181
376,0,169
377,0,207
378,0,185
379,0,185
380,0,150
381,0,142
382,1,189
383,1,202
384,0,224
385,0,211
386,0,141
387,1,151
388,0,244
389,0,217
390,0,232
391,2,177
392,1,167
393,1,175
394,2,172
395,1,188
396,3,169
397,0,181
398,0,150
399,2,168
400,1,176
401,0,162
402,1,136
403,0,88
404,0,88
405,0,159
406,1,161
407,0,85
408,0,101
409,0,144
410,0,151
411,0,150
412,0,141
413,0,143
414,2,124
415,0,203
416,0,189
417,0,172
418,0,172
419,0,136
420,1,203
421,0,166
422,0,226
423,0,109
424,0,87
425,1,94
426,0,177
427,0,109
428,1,153
429,0,115
430,0,96
431,0,81
432,0,114
433,0,163
434,2,126
435,0,131
436,0,169
437,0,126
438,0,115
439,0,187
440,1,138
441,0,125
442,0,150
443,1,166
444,0,120
445,0,104
446,0,201
447,0,128
448,0,158
449,0,169
450,0,149
451,0,115
452,0,114
453,0,97
454,0,97
455,0,78
456,0,142
457,0,108
458,0,111
459,0,144
460,0,185
461,0,157
462,0,70
463,0,112
464,0,91
465,0,97
466,0,133
467,0,160
468,0,125
469,0,131
470,0,137
471,2,103
472,1,127
473,1,112
474,0,126
475,0,102
476,0,131
477,0,103
478,0,122
479,0,108
480,0,138
481,0,158
482,0,112
483,0,136
484,0,116
485,0,103
486,0,69
487,0,101
488,0,104
489,0,127
490,0,128
491,0,121
492,0,125
493,0,109
494,0,108
495,0,104
496,0,182
497,0,163
498,0,102
499,0,92
500,0,88
501,0,72
502,0,141
503,0,97
504,0,136
505,1,78
506,0,113
507,0,102
508,0,100
509,0,156
510,1,201
511,0,150
512,0,164
513,0,142
514,0,67
515,1,97
516,0,123
517,0,88
518,0,59
519,0,48
520,1,77
521,1,65
522,0,86
523,0,111
524,0,84
525,0,69
526,0,84
527,0,76
528,1,93
529,0,82
530,0,63
531,0,76
532,0,72
533,1,85
534,0,89
535,0,71
536,0,76
537,0,85
538,0,113
539,0,111
540,0,145
541,0,119
542,1,171
543,0,127
544,0,84
545,0,48
546,0,74
547,0,73
548,1,94
549,0,114
550,0,98
551,0,104
552,0,70
553,0,90
554,0,74
555,1,110
556,0,77
557,0,112
558,0,119
559,0,111
560,1,67
561,0,70
562,1,109
563,2,139
564,4,133
565,4,147
566,2,157
567,1,99
568,1,91
569,3,53
570,1,101
571,1,113
572,1,100
573,0,86
574,2,41
575,1,91
576,0,100
577,0,80
578,0,144
579,1,87
580,0,126
581,0,64
582,0,81
583,0,91
584,0,116
585,0,81
586,0,87
587,0,79
588,0,76
589,0,58
590,0,83
591,0,77
592,0,101
593,0,65
594,0,77
595,0,126
596,0,64
597,0,42
598,0,52
599,2,38
600,0,50
601,0,58
602,0,61
603,0,83
604,1,36
605,0,84
606,0,59
607,0,64
608,0,60
609,0,43
610,0,48
611,1,91
612,0,68
613,1,43
614,1,39
615,0,56
616,0,70
617,0,30
618,0,29
619,0,45
620,0,60
621,0,71
622,0,107
623,0,39
624,0,52
625,0,41
626,0,102
627,0,60
628,0,59
629,0,69
630,0,84
631,0,62
632,0,38
633,0,54
634,2,61
635,0,83
636,0,53
637,0,75
638,0,37
639,0,21
640,0,61
641,0,71
642,0,74
643,0,55
644,0,86
645,0,58
646,0,43
647,0,68
648,0,58
649,0,44
650,0,66
651,0,43
652,0,68
653,0,96
654,0,81
655,0,48
656,0,44
657,0,64
658,0,28
659,0,34
660,0,48
661,0,54
662,1,62
663,0,66
664,0,64
665,0,33
666,1,45
667,0,21
668,0,15
669,0,27
670,0,38
671,0,47
672,0,56
673,0,44
674,0,23
675,1,14
676,0,22
677,0,42
678,0,43
679,0,22
680,0,48
681,0,54
682,0,50
683,0,58
684,0,25
685,0,22
686,0,28
687,0,34
688,0,62
689,0,65
690,0,57
691,0,38
692,0,98
693,0,41
694,0,71
695,0,50
696,0,24
697,1,37
698,0,62
699,0,45
700,0,30
701,0,40
702,0,37
703,0,31
704,0,23
705,1,26
706,0,54
707,0,56
708,0,37
709,0,15
710,0,7
711,0,4
712,0,19
713,0,37
714,0,23
715,0,47
716,0,48
717,0,46
718,0,35
719,0,46
720,1,94
721,0,57
722,0,35
723,0,26
724,0,39
725,0,26
726,1,12
727,0,40
728,0,17
729,0,13
730,0,27
731,0,41
732,0,67
733,0,56
734,0,22
735,0,20
736,0,27
737,0,20
738,0,16
739,0,47
740,0,24
741,0,17
742,0,43
743,0,17
744,0,57
745,0,51
746,0,12
747,0,10
748,0,7
749,0,17
750,0,28
751,0,23
752,0,16
753,0,37
754,0,56
755,0,15
756,0,7
757,0,22
758,0,50
759,0,43
760,0,9
761,0,18
762,0,20
763,0,16
764,0,26
765,0,15
766,0,11
767,0,36
768,0,30
769,1,27
770,0,18
771,0,13
772,0,20
773,0,39
774,0,6
775,0,28
776,0,15
777,0,7
778,0,9
779,0,29
780,0,14
781,0,30
782,0,15
783,0,17
784,0,8
785,0,14
786,0,15
787,0,29
788,0,31
789,0,10
790,0,23
791,0,20
792,0,54
793,0,19
794,0,21
795,0,8
796,0,38
797,0,44
798,0,71
799,0,41
800,0,42
801,0,38
802,1,33
803,0,32
804,0,29
805,0,40
806,0,19
807,0,55
808,0,60
809,0,24
810,0,38
811,0,28
812,0,24
813,0,25
814,0,36
815,0,47
816,0,26
817,0,14
818,0,29
819,0,34
820,0,21
821,0,20
822,0,46
823,0,32
824,0,10
825,0,6
826,0,12
827,0,27
828,0,40
829,0,50
830,0,40
831,0,13
832,0,35
833,0,82
834,0,55
835,0,68
836,0,39
837,0,52
838,0,47
839,0,24
840,0,28
841,1,70
842,0,38
843,0,25
844,0,71
845,0,15
846,0,7
847,0,7
848,0,21
849,0,53
850,0,36
851,0,26
852,0,6
853,0,10
854,0,22
855,0,35
856,0,29
857,0,34
858,0,22
859,1,27
860,0,33
861,0,18
862,0,17
863,0,10
864,0,51
865,0,39
866,0,11
867,0,24
868,0,12
869,0,25
870,0,23
871,0,8
872,0,6
873,1,28
874,0,24
875,0,28
876,0,10
877,0,22
878,0,10
879,0,20
880,0,9
881,0,5
882,0,17
883,0,1
884,0,5
885,0,1
886,0,4
887,0,16
888,0,31
889,0,30
890,0,6
891,0,9
892,0,3
893,0,18
894,0,6
895,0,32
896,0,31
897,0,22
898,0,28
899,0,24
900,0,32
901,0,22
902,0,14
903,0,4
904,0,7
905,0,12
906,0,15
907,0,11
908,0,12
909,0,14
910,0,5
911,0,2
912,0,6
913,0,46
914,0,39
915,0,14
916,0,12
917,1,24
918,0,17
919,0,8
920,0,18
921,0,15
922,0,3
923,0,27
924,0,4
925,0,5
926,0,20
927,1,8
928,0,32
929,0,11
930,0,7
931,0,9
932,0,13
933,0,9
934,0,16
935,0,6
936,0,19
937,0,22
938,0,17
939,0,20
940,0,38
941,0,6
942,0,3
943,0,17
944,0,25
945,0,13
946,0,2
947,0,5
948,0,8
949,0,3
950,0,5
951,0,3
952,0,10
953,0,12
954,0,16
955,0,29
956,0,23
957,0,10
958,0,3
959,0,24
960,0,29
961,0,34
962,0,44
963,0,10
964,0,29
965,0,5
966,0,23
967,0,18
968,0,19
969,0,17
970,0,12
971,0,7
972,0,4
973,0,14
974,0,15
975,0,23
976,0,31
977,0,24
978,0,26
979,0,14
980,0,15
981,0,10
982,0,25
983,0,15
984,0,17
985,0,11
986,0,16
987,0,5
988,0,27
989,0,26
990,0,21
991,0,28
992,0,8
993,0,7
994,0,11
995,0,17
996,0,15
997,0,8
998,0,19
999,0,26
1000,0,13
1001,0,9
1002,0,10
1003,0,21
1004,0,18
1005,0,3
1006,0,3
1007,0,4
1008,0,5
1009,0,11
1010,0,9
1011,0,17
1012,0,18
1013,0,34
1014,0,13
1015,0,31
1016,0,28
1017,0,12
1018,0,11
1019,0,1
1020,0,23
1021,0,11
1022,0,16
1023,0,9
1024,9,5462
