access,capacity0,capacity1,reuse distance for all0,reuse distance for all1,eviction0,eviction1
1,2148,621293,27,156,8774,0
2,275,33537,21,100,398,0
3,55,3460,21,18,22,0
4,46,3221,12,3,4,0
5,9,938,3,2,2,0
6,14,405,12,1,1,0
7,7,519,3,1,1,0
8,4,327,6,0,0,0
9,3,300,3,0,0,0
10,2,243,12,0,0,0
11,4,200,3,0,0,0
12,3,173,9,0,0,0
13,3,136,3,0,0,0
14,6,129,3,1,1,0
15,4,132,0,1,1,0
16,8,135,0,1,1,0
17,2,263,0,0,0,0
18,3,415,0,1,1,0
19,13,631,0,1,1,0
20,25,845,0,1,2,0
21,29,890,0,0,0,0
22,49,875,0,0,0,0
23,60,824,0,0,0,0
24,57,606,0,2,2,0
25,49,450,0,0,0,0
26,31,274,0,1,1,0
27,14,208,0,0,0,0
28,10,189,0,0,0,0
29,14,211,0,0,0,0
30,4,159,0,0,0,0
31,11,182,0,0,0,0
32,6,177,0,0,0,0
33,3,172,0,0,0,0
34,5,180,0,0,0,0
35,1,210,0,0,0,0
36,3,174,0,0,0,0
37,4,174,309,0,0,0
38,2,151,651,0,0,0
39,2,136,393,0,0,0
40,4,108,369,1,1,0
41,8,98,267,0,0,0
42,4,70,261,0,0,0
43,5,69,198,0,0,0
44,5,64,165,1,1,0
45,6,58,144,0,0,0
46,6,52,255,0,0,0
47,6,52,189,0,0,0
48,1,41,147,0,0,0
49,0,33,537,0,0,0
50,1,38,3063,0,0,0
51,3,41,2961,0,0,0
52,0,27,2685,0,0,0
53,3,40,2763,0,0,0
54,3,30,2304,0,0,0
55,0,28,2214,0,0,0
56,2,36,1929,0,0,0
57,1,31,1803,0,0,0
58,2,26,1608,0,0,0
59,2,43,1392,0,0,0
60,2,23,1308,0,0,0
61,0,36,1224,0,0,0
62,0,26,1128,0,0,0
63,0,18,1080,0,0,0
64,3,22,1071,0,0,0
65,2,15,987,0,0,0
66,0,16,939,0,0,0
67,2,24,837,0,0,0
68,0,14,708,0,0,0
69,0,20,681,0,0,0
70,3,18,597,0,0,0
71,0,24,648,0,0,0
72,0,20,585,0,0,0
73,2,16,657,0,0,0
74,0,21,561,0,0,0
75,1,17,594,0,0,0
76,0,24,453,0,0,0
77,0,14,459,0,0,0
78,0,17,468,0,0,0
79,1,13,414,0,0,0
80,0,23,450,0,0,0
81,1,16,366,0,0,0
82,0,9,390,0,0,0
83,0,14,471,0,0,0
84,0,11,321,0,0,0
85,1,10,453,0,0,0
86,1,15,309,0,0,0
87,1,14,321,0,0,0
88,0,12,330,0,0,0
89,1,13,306,0,0,0
90,0,5,282,0,0,0
91,0,2,258,0,0,0
92,2,11,312,0,0,0
93,1,15,288,0,0,0
94,0,12,270,0,0,0
95,0,9,270,0,0,0
96,1,8,294,0,0,0
97,0,13,276,0,0,0
98,0,8,246,0,0,0
99,0,6,330,0,0,0
100,0,5,252,0,0,0
101,0,8,228,0,0,0
102,0,6,261,0,0,0
103,0,11,231,0,0,0
104,0,14,255,0,0,0
105,1,10,225,0,0,0
106,1,8,201,0,0,0
107,0,9,207,0,0,0
108,0,5,192,0,0,0
109,0,3,234,0,0,0
110,0,5,195,0,0,0
111,0,8,198,0,0,0
112,0,5,246,0,0,0
113,0,9,198,0,11,0
114,1,10,192,0,122,0
115,1,5,288,0,466,0
116,0,5,177,2,1036,0
117,0,5,204,37,2123,0
118,0,5,183,168,3792,0
119,0,1,186,434,5791,0
120,0,7,162,778,7460,0
121,1,4,177,1267,8274,0
122,1,6,156,1876,9500,0
123,0,1,183,2379,9671,0
124,0,4,156,2416,8390,0
125,0,5,141,2180,7004,0
126,0,8,165,1908,5717,0
127,0,3,165,1243,4436,0
128,1,6,99,831,3243,0
129,1,6,162,599,2770,0
130,0,1,114,543,2322,0
131,1,3,138,465,2230,0
132,0,8,123,430,2231,0
133,0,2,135,454,2187,0
134,0,1,117,487,2309,0
135,0,7,126,459,2106,0
136,0,2,153,412,2119,0
137,0,4,129,233,1689,0
138,0,4,147,279,1893,0
139,0,5,147,226,1744,0
140,0,5,117,263,1558,0
141,0,5,156,206,1447,0
142,1,5,120,228,1539,0
143,0,3,99,245,1338,0
144,0,3,126,239,1380,0
145,0,1,111,253,1407,0
146,0,4,108,239,1259,0
147,0,6,99,283,1331,0
148,0,2,96,231,1196,0
149,0,6,90,250,1265,0
150,0,3,90,180,1243,0
151,1,4,96,166,1118,0
152,0,2,120,142,1035,0
153,2,5,93,166,1153,0
154,0,2,90,129,954,0
155,0,4,54,159,1051,0
156,1,3,84,162,1094,0
157,0,2,78,188,1079,0
158,0,2,63,173,918,0
159,0,4,84,109,761,0
160,0,1,75,92,771,0
161,1,3,72,70,734,0
162,0,2,69,124,794,0
163,0,4,57,183,799,0
164,0,3,66,184,887,0
165,0,2,105,189,900,0
166,0,0,54,93,714,0
167,0,0,75,119,812,0
168,0,1,69,97,728,0
169,0,2,66,140,642,0
170,0,2,78,150,807,0
171,0,3,69,85,698,0
172,0,2,57,187,911,0
173,0,1,84,144,823,0
174,0,5,45,110,855,0
175,0,2,66,185,954,0
176,0,1,63,146,811,0
177,0,1,57,102,673,0
178,0,2,51,95,707,0
179,0,2,75,167,817,0
180,0,2,27,124,751,0
181,0,1,57,114,650,0
182,0,0,72,98,745,0
183,0,1,51,147,669,0
184,0,2,57,73,521,0
185,0,0,60,134,732,0
186,0,0,60,85,670,0
187,0,2,72,123,648,0
188,0,1,42,160,711,0
189,0,1,54,120,567,0
190,0,2,57,110,626,0
191,0,2,60,84,502,0
192,0,0,72,56,447,0
193,0,0,54,95,603,0
194,0,1,54,74,528,0
195,0,3,51,57,510,0
196,0,3,42,79,609,0
197,0,0,36,56,552,0
198,0,0,51,85,530,0
199,0,2,60,123,649,0
200,1,4,27,125,553,0
201,1,3,36,98,438,0
202,0,2,60,69,395,0
203,0,3,66,36,412,0
204,0,1,33,69,548,0
205,0,1,33,132,549,0
206,0,0,54,87,621,0
207,0,1,39,43,685,0
208,0,1,54,40,560,0
209,0,4,42,75,564,0
210,0,7,45,43,579,0
211,0,2,36,109,530,0
212,0,3,63,132,578,0
213,0,1,57,120,630,0
214,0,3,33,66,495,0
215,0,5,45,68,577,0
216,0,0,33,49,475,0
217,0,1,33,88,543,0
218,1,5,42,95,517,0
219,0,1,27,54,542,0
220,0,1,45,100,527,0
221,0,0,45,54,417,0
222,0,2,63,52,429,0
223,0,0,24,47,335,0
224,0,2,63,95,457,0
225,0,3,30,60,509,0
226,0,0,30,79,446,0
227,0,1,45,94,577,0
228,0,2,45,99,644,0
229,0,1,48,68,501,0
230,0,1,21,96,440,0
231,0,1,48,111,493,0
232,0,1,45,40,403,0
233,0,0,45,76,368,0
234,1,2,42,48,301,0
235,0,2,45,89,371,0
236,0,2,36,46,407,0
237,0,2,36,76,387,0
238,0,2,27,88,405,0
239,0,3,45,97,517,0
240,0,5,42,70,406,0
241,0,0,39,73,393,0
242,0,1,33,101,469,0
