access,reuse distance for all0,reuse distance for all1
926,1,18
927,0,10
928,0,32
929,0,9
930,0,9
931,0,9
932,0,12
933,0,11
934,0,17
935,0,12
936,0,21
937,0,22
938,0,19
939,0,25
940,0,34
941,0,2
942,0,4
943,0,15
944,0,25
945,0,11
946,0,5
947,0,5
948,0,12
949,0,3
950,0,7
951,0,1
952,0,10
953,0,18
954,0,17
955,0,25
956,0,21
957,0,8
958,0,7
959,0,29
960,0,29
961,0,39
962,0,34
963,0,10
964,0,19
965,0,9
966,0,25
967,0,19
968,0,18
969,0,16
970,0,14
971,0,10
972,0,7
973,0,13
974,0,22
975,0,29
976,0,41
977,0,20
978,0,31
979,0,9
980,0,20
981,0,10
982,0,31
983,0,21
984,0,19
985,0,14
986,0,21
987,0,9
988,0,23
989,0,22
990,0,23
991,0,27
992,0,8
993,0,7
994,0,9
995,0,17
996,0,9
997,0,8
998,0,22
999,0,25
1000,0,13
1001,0,8
1002,0,9
1003,0,17
1004,0,18
1005,0,5
1006,0,4
1007,0,13
1008,0,8
1009,0,15
1010,0,13
1011,0,33
1012,0,21
1013,0,46
1014,0,8
1015,0,26
1016,0,28
1017,0,8
1018,0,13
1019,0,3
1020,0,22
1021,0,11
1022,0,14
1023,0,5
1024,9,5578
