access,reuse distance for all0,reuse distance for all1
1,622724,8887
2,32890,398
3,3309,21
4,3227,4
5,928,2
6,391,1
7,521,1
8,332,0
9,292,0
10,249,0
11,190,0
12,197,0
13,138,0
14,165,1
15,162,1
16,169,1
17,355,0
18,508,1
19,764,1
20,956,2
21,958,0
22,858,0
23,727,0
24,479,2
25,318,0
26,231,1
27,208,0
28,160,0
29,171,0
30,144,0
31,161,0
32,163,0
33,171,0
34,182,0
35,209,0
36,162,0
37,169,0
38,151,0
39,125,0
40,108,1
41,86,0
42,59,0
43,68,0
44,62,1
45,52,0
46,50,0
47,53,0
48,43,0
49,28,0
50,38,0
51,36,0
52,29,0
53,39,0
54,28,0
55,33,0
56,36,0
57,31,0
58,23,0
59,39,0
60,23,0
61,29,0
62,24,0
63,17,0
64,29,0
65,16,0
66,16,0
67,26,0
68,15,0
69,16,0
70,23,0
71,20,0
72,22,0
73,15,0
74,20,0
75,20,0
76,22,0
77,13,0
78,20,0
79,10,0
80,22,0
81,12,0
82,12,0
83,16,0
84,10,0
85,8,0
86,15,0
87,15,0
88,11,0
89,15,0
90,4,0
91,4,0
92,8,0
93,12,0
94,13,0
95,11,0
96,9,0
97,11,0
98,8,0
99,9,0
100,4,0
101,11,0
102,9,0
103,12,0
104,15,0
105,6,0
106,5,0
107,7,0
108,4,0
109,2,0
110,5,0
111,10,0
112,6,0
113,6,0
114,8,29
115,6,153
116,5,518
117,4,1132
118,4,2242
119,2,4072
120,7,5684
121,2,6823
122,7,8193
123,2,8755
124,3,7847
125,5,6705
126,6,5529
127,6,4278
128,4,3272
129,7,2673
130,2,2078
131,2,2098
132,10,1841
133,1,1892
134,1,2056
135,8,1920
136,3,1882
137,3,1629
138,5,1573
139,6,1623
140,7,1484
141,4,1321
142,4,1405
143,1,1249
144,2,1195
145,0,1302
146,5,1156
147,6,1316
148,2,1091
149,8,1184
150,4,1070
151,2,954
152,1,897
153,4,1044
154,4,936
155,3,1001
156,1,1014
157,4,1053
158,4,928
159,4,751
160,0,699
161,2,708
162,1,697
163,3,727
164,2,776
165,5,773
166,1,624
167,1,828
168,1,677
169,3,618
170,1,696
171,1,637
172,2,778
173,1,725
174,5,831
175,1,877
176,1,783
177,1,738
178,0,628
179,1,726
180,2,769
181,1,558
182,0,638
183,1,637
184,2,548
185,0,578
186,0,604
187,3,619
188,1,672
189,2,601
190,2,579
191,2,491
192,0,394
193,0,514
194,4,556
195,3,453
196,4,517
197,0,532
198,1,460
199,0,515
200,2,514
201,2,499
202,0,408
203,4,367
204,1,445
205,1,525
206,1,525
207,0,560
208,2,512
209,3,481
210,8,540
211,2,529
212,4,597
213,1,558
214,4,453
215,4,563
216,0,454
217,1,486
218,5,503
219,1,514
220,0,534
221,0,415
222,1,371
223,0,383
224,3,402
225,3,495
226,1,429
227,0,488
228,2,621
229,0,522
230,1,401
231,1,453
232,2,389
233,0,345
234,2,310
235,2,292
236,1,396
237,2,364
238,3,350
239,2,452
240,5,427
241,0,334
242,1,402
243,3,377
244,9,476
245,2,410
246,3,317
247,6,292
248,1,264
249,2,365
250,1,306
251,1,270
252,1,320
253,1,376
254,0,364
255,1,464
256,1,372
257,0,331
258,0,412
259,1,361
260,1,327
261,1,358
262,0,233
263,0,229
264,0,275
265,0,278
266,0,326
267,1,316
268,1,270
269,0,255
270,0,277
271,1,284
272,1,226
273,0,204
274,0,231
275,0,235
276,1,253
277,0,217
278,0,216
279,1,288
280,0,313
281,1,205
282,1,260
283,0,250
284,1,340
285,0,260
286,0,212
287,0,234
288,0,242
289,0,284
290,0,317
291,3,257
292,1,306
293,1,139
294,0,201
295,1,208
296,1,299
297,0,296
298,0,219
299,0,326
300,0,252
301,1,316
302,0,288
303,1,255
304,1,251
305,1,299
306,1,259
307,1,329
308,0,281
309,1,302
310,0,288
311,0,272
312,0,177
313,0,276
314,0,200
315,1,219
316,0,211
317,0,211
318,0,238
319,0,262
320,0,221
321,0,334
322,0,246
323,0,224
324,0,192
325,0,215
326,1,226
327,0,244
328,0,213
329,0,161
330,0,166
331,1,254
332,1,265
333,1,191
334,0,165
335,0,176
336,0,249
337,0,233
338,0,221
339,2,188
340,0,194
341,2,230
342,0,234
343,0,196
344,2,244
345,0,247
346,0,163
347,0,198
348,0,211
349,0,155
350,1,159
351,1,167
352,1,262
353,0,153
354,1,135
355,0,103
356,0,207
357,0,238
358,0,250
359,0,142
360,0,126
361,1,225
362,0,240
363,0,295
364,0,236
365,0,179
366,2,212
367,0,236
368,0,195
369,0,186
370,0,194
371,0,196
372,1,199
373,1,125
374,0,232
375,0,200
376,0,169
377,0,198
378,0,167
379,0,190
380,0,147
381,0,159
382,1,171
383,1,206
384,0,221
385,0,198
386,0,136
387,1,166
388,0,240
389,0,219
390,0,256
391,2,174
392,1,151
393,0,192
394,3,161
395,1,210
396,3,171
397,0,201
398,0,137
399,2,165
400,1,194
401,0,142
402,0,127
403,0,80
404,1,94
405,0,158
406,1,154
407,0,86
408,0,113
409,0,157
410,0,159
411,0,149
412,0,148
413,0,169
414,2,121
415,0,238
416,0,171
417,0,172
418,0,161
419,0,138
420,1,207
421,0,161
422,0,247
423,0,116
424,0,86
425,1,114
426,0,193
427,0,126
428,0,142
429,1,120
430,0,103
431,0,81
432,1,110
433,0,162
434,2,126
435,0,133
436,0,174
437,0,171
438,0,118
439,1,184
440,0,140
441,0,157
442,0,150
443,0,170
444,0,117
445,1,94
446,0,227
447,0,132
448,0,168
449,0,172
450,0,154
451,0,115
452,0,111
453,0,91
454,0,99
455,0,84
456,0,151
457,0,100
458,0,117
459,0,153
460,0,181
461,0,147
462,0,72
463,0,110
464,0,92
465,0,103
466,0,167
467,0,182
468,0,135
469,0,120
470,1,158
471,1,141
472,1,104
473,1,120
474,0,135
475,0,107
476,0,142
477,0,111
478,0,107
479,0,111
480,0,128
481,0,161
482,0,116
483,0,150
484,0,110
485,0,107
486,0,68
487,0,103
488,0,96
489,0,128
490,0,118
491,0,121
492,0,111
493,0,108
494,0,116
495,0,100
496,0,177
497,0,161
498,0,98
499,0,74
500,0,93
501,0,80
502,0,131
503,0,105
504,0,126
505,1,86
506,0,108
507,0,117
508,0,124
509,0,162
510,1,216
511,0,134
512,0,168
513,0,119
514,0,60
515,1,87
516,0,129
517,0,80
518,0,60
519,0,44
520,1,79
521,0,53
522,0,101
523,1,101
524,0,78
525,0,80
526,0,82
527,0,86
528,0,88
529,1,69
530,0,66
531,0,81
532,0,75
533,1,95
534,0,104
535,0,58
536,0,66
537,0,91
538,0,123
539,0,105
540,0,147
541,0,152
542,0,132
543,0,110
544,1,75
545,0,55
546,0,82
547,0,93
548,1,104
549,0,103
550,0,82
551,0,89
552,0,80
553,0,102
554,0,87
555,1,90
556,0,75
557,0,133
558,0,132
559,0,122
560,1,78
561,0,66
562,1,97
563,2,144
564,5,139
565,2,157
566,3,145
567,1,95
568,1,86
569,3,80
570,1,107
571,1,110
572,1,103
573,0,53
574,2,58
575,1,102
576,0,108
577,0,79
578,0,152
579,1,89
580,0,134
581,0,61
582,0,74
583,0,84
584,0,135
585,0,90
586,0,95
587,0,69
588,0,58
589,0,64
590,0,75
591,0,81
592,0,83
593,0,57
594,0,83
595,0,135
596,0,60
597,0,43
598,0,59
599,2,32
600,0,47
601,0,57
602,0,67
603,0,73
604,1,36
605,0,96
606,0,55
607,0,69
608,0,61
609,0,46
610,0,43
611,1,74
612,0,66
613,1,45
614,1,25
615,0,68
616,0,61
617,0,27
618,0,23
619,0,40
620,0,80
621,0,75
622,0,92
623,0,44
624,0,52
625,0,48
626,0,94
627,0,54
628,0,61
629,0,73
630,0,83
631,1,60
632,0,35
633,0,62
634,1,66
635,0,73
636,0,51
637,0,50
638,0,25
639,0,24
640,0,65
641,0,64
642,0,66
643,0,51
644,0,82
645,0,47
646,0,44
647,0,68
648,0,51
649,0,28
650,0,45
651,0,42
652,0,67
653,0,84
654,0,61
655,0,45
656,0,40
657,0,38
658,0,47
659,0,38
660,0,36
661,0,49
662,0,61
663,1,72
664,0,67
665,0,30
666,0,35
667,0,19
668,0,10
669,1,32
670,0,36
671,0,58
672,0,57
673,0,33
674,0,17
675,1,14
676,0,23
677,0,39
678,0,28
679,0,23
680,0,47
681,0,79
682,0,66
683,0,57
684,0,23
685,0,18
686,0,26
687,0,37
688,0,68
689,0,66
690,0,49
691,0,47
692,0,100
693,0,36
694,0,61
695,0,51
696,0,28
697,1,35
698,0,57
699,0,36
700,0,37
701,0,48
702,0,36
703,0,22
704,0,24
705,1,34
706,0,50
707,0,61
708,0,31
709,0,7
710,0,7
711,0,6
712,0,23
713,0,33
714,0,31
715,0,53
716,0,49
717,0,46
718,0,36
719,1,40
720,0,90
721,0,36
722,0,36
723,0,25
724,0,26
725,1,25
726,0,8
727,0,42
728,0,14
729,0,7
730,0,34
731,0,43
732,0,58
733,0,57
734,0,24
735,0,25
736,0,28
737,0,22
738,0,16
739,0,44
740,0,27
741,0,19
742,0,40
743,0,18
744,0,47
745,0,56
746,0,14
747,0,12
748,0,5
749,0,21
750,0,26
751,0,15
752,0,21
753,0,40
754,0,46
755,0,12
756,0,6
757,0,31
758,0,56
759,0,44
760,0,5
761,0,25
762,0,23
763,0,9
764,0,25
765,0,13
766,0,17
767,0,26
768,0,33
769,1,20
770,0,8
771,0,8
772,0,21
773,0,35
774,0,6
775,0,19
776,0,14
777,0,8
778,0,15
779,0,23
780,0,12
781,0,27
782,0,16
783,0,16
784,0,5
785,0,14
786,0,29
787,0,34
788,0,26
789,0,17
790,0,31
791,0,19
792,0,57
793,0,19
794,0,17
795,0,9
796,0,42
797,0,39
798,0,79
799,0,40
800,0,39
801,0,34
802,1,41
803,0,32
804,0,35
805,0,34
806,0,20
807,0,44
808,0,59
809,0,21
810,0,33
811,0,24
812,0,29
813,0,29
814,0,36
815,0,47
816,0,24
817,0,8
818,0,24
819,0,38
820,0,23
821,0,16
822,0,43
823,0,23
824,0,12
825,0,10
826,0,19
827,0,26
828,0,37
829,0,42
830,0,32
831,0,20
832,0,33
833,0,78
834,0,47
835,0,61
836,0,39
837,0,47
838,0,44
839,0,25
840,1,34
841,0,66
842,0,40
843,0,22
844,0,73
845,0,14
846,0,6
847,0,9
848,0,24
849,0,62
850,0,32
851,0,19
852,0,4
853,0,11
854,0,31
855,0,33
856,0,30
857,0,32
858,0,23
859,1,23
860,0,30
861,0,21
862,0,16
863,0,18
864,0,52
865,0,35
866,0,6
867,0,25
868,0,15
869,0,21
870,0,39
871,0,14
872,0,5
873,1,23
874,0,19
875,0,26
876,0,13
877,0,28
878,0,11
879,0,27
880,0,7
881,0,8
882,0,12
883,0,12
884,0,3
885,0,5
886,0,10
887,0,22
888,0,33
889,0,22
890,0,19
891,0,3
892,0,3
893,0,16
894,0,6
895,0,37
896,0,35
897,0,29
898,0,26
899,0,24
900,0,30
901,0,17
902,0,12
903,0,6
904,0,13
905,0,11
906,0,18
907,0,7
908,0,19
909,0,10
910,0,5
911,0,10
912,0,10
913,0,46
914,0,45
915,0,19
916,0,22
917,0,21
918,1,17
919,0,6
920,0,14
921,0,21
922,0,11
923,0,24
924,0,4
925,0,7
